Sentences,Logic-words
"He and Greene were the only ones in a position to tell the press about the institute' s potentially embarrassing affiliations, but Greene had no reason to do so.","['but', 'and', 'so']"
"Novelist: Well, I assume that by summary you mean something brief and not a version of the novel itself.",['and']
The reason I write novels is that what I want to communicate can be communicated only in the form of a novel. So I am afraid I cannot summarize my novel for you in a way that would tell you what I am trying to communicate with this novel.In Malsenia sales of classical records are soaring.,['so']
The buyers responsible for this boom are quite new to classical music and were drawn to it either by classical scores from television commercials or by theme tunes introducing major sports events on television.,"['and', 'either,or', 'or']"
"Audiences at classical concerts, however, are continually shrinking in Malsenia.",['however']
"It can be concluded from this that the new Malsenian converts to classical music, having initially experienced this music as recorded music, are most comfortable with classical music as recorded music and really have no desire to hear live performances.","['as', 'and']"
Professor Robinson: A large meteorite impact crater in a certain region was thought to be the clue to explaining the mass extinction of plant and animal species that occurred at the end of the Mesozoic era.,['and']
"However, the crystalline structure of rocks recovered at the site indicates that the impact that formed this crater was not the culprit.",['however']
"When molten rocks crystallize, they display the polarity of Earth' s magnetic field at that time.",['when']
"But the recrystallized rocks recovered at the site display normal magnetic polarity, even though Earth' s magnetic field was reversed at the time of the mass extinction.","['though', 'but']"
"Because dried peat moss, which is derived from sphagnum moss, contains no chemical additives and is a renewable resource, many gardeners use large amounts of it as a soil conditioner in the belief that the practice is environmentally sound.","['as', 'and', 'because']"
"The millions of acres of sphagnum moss in the world contribute more oxygen to the atmosphere than do all of the world' s rain forests combined, and the garden soil industry is depleting these areas much faster than they can renew themselves.",['and']
"Jane: According to an article in this newsmagazine, children' s hand,eye coordination suffers when they spend a great amount of time watching television.",['when']
"Ttherefore, we must restrict the amount of time Jacqueline and Mildred are allowed to watch television.",['and']
Jacqueline is ten and Mildred is eight.,['and']
"After an area has been hit by a natural disaster, there is often a great demand for plywood for repairing damaged homes.",['after']
"Retailers in the area often raise prices on new shipments of plywood to well above their predisaster prices, and some people denounce these retailers for taking advantage of a disaster to make more money on each sheet of plywood they sell.",['and']
"In fact, however, these retailers do not make more money on each sheet of plywood than before the disaster, because transporting the plywood into devastated areas is difficult and expensive, and ttherefore the plywood' s cost to retailers is higher than it was before the disaster.","['however', 'in fact', 'and', 'because', 'before']"
"Because of the recent transformation of the market, Quore, Inc. , must increase productivity 10 percent over the course of the next two years, or it will certainly go bankrupt.","['because', 'or', 'next']"
"In fact, however, Quore' s production structure is such that if a 10 percent productivity increase is possible, then a 20 percent increase is attainable.","['however', 'in fact', 'then', 'if,then']"
"The ratios of the trace elements in these samples were all very similar, and they were unlike the trace,element ratios from any other known mine.",['and']
Detective: People who repeatedly commit crimes like embezzlement or bribery without being caught tend to become more confident.,['or']
"However, the more crimes a person commits, the greater the chance that one of those crimes will be solved.",['however']
It is ttherefore likely that most people who commit embezzlement or bribery will eventually be caught.,['or']
One variety of partially biodegradable plastic beverage container is manufactured from small bits of plastic bound together by a degradable bonding agent such as cornstarch.,['as']
"Since only the bonding agent degrades, leaving the small bits of plastic, no less plastic refuse per container is produced when such containers are discarded than when comparable nonbiodegradable containers are discarded.","['when', 'since']"
"Economist: Some people argue that when large countries split into several small countries, the world economy is harmed by increased barriers to free trade in the form of an increased number of national tariffs.",['when']
"But small countries do not think of themselves as economically self,sufficient.","['but', 'as']"
"Principle: Even if an art auction house identifies the descriptions in its catalog as opinions, it is guilty of misrepresentation if such a description is a deliberate attempt to mislead bidders.",['as']
"Application: Although Healy' s, an art auction house, states that all descriptions in its catalog are opinions, Healy' s was guilty of misrepresentation when its catalog described a vase as dating from the mid,eighteenth century when it was actually a modern reproduction.","['although', 'as', 'when']"
"Grant says that, as an engineer, he knows that no engineer enjoys fishing.",['as']
"And, since most engineers are linear thinkers, at least some of the people who enjoy fishing are not linear thinkers.","['and', 'since']"
"Sparrow Airlines is planning to reduce its costs by cleaning its planes' engines once a month, rather than the industry standard of every six months.","['rather', 'once']"
"Furthermore, cleaning an engine reduces its fuel consumption by roughly 1.",['furthermore']
"Historian: In rebuttal of my claim that West influenced Stuart, some people point out that West' s work is mentioned only once in Stuart' s diaries.",['once']
"But Stuart' s diaries mention several meetings with West, and Stuart' s close friend, Abella, studied under West.","['but', 'and']"
"Furthermore, Stuart' s work often uses West' s terminology which, though now commonplace, none of Stuart' s contemporaries used.","['though', 'furthermore']"
"Since a large majority of the armadillos I recaptured were found within a few hundred yards of the location of their tagging last spring, I concluded that armadillos do not move rapidly into new territories.",['since']
"Per,capita consumption of saturated fats is currently about the same in France as in the United States, but there is less heart disease there than in the United States because consumption of red wine is higher in France.","['but', 'as', 'because']"
"The difference in regular red,wine consumption has been narrowing, but no similar convergence in heart,disease rates has occurred.",['but']
A recent experimental study helps illuminate the supposed connection between hypnosis and increased power of recall.,['and']
"A number of subjects listened to a long, unfamiliar piece of instrumental music. Under subsequent hypnosis, half the subjects were asked to recall salient passages from the musical piece and half were asked to describe scenes from the film they had just viewed,  despite their not having just seen a film.",['and']
The study found that the subjects in the second group were equally confident and detailed in their movie recollections as the subjects in the first group were in their music recollections.,"['as', 'and']"
The toxins have no known detrimental effects on mammals or birds.,['or']
"In addition, the limited range of activity of the toxins toward insects means that often a particular toxin will kill pest species but not affect insects that prey upon the species.","['but', 'in addition']"
This advantage makes B. t. toxins preferable to chemical insecticides for use as components of insect pest management programs.,['as']
"Editorial: Our political discussions tend to focus largely on the flaws of our nation' s leaders, but we need to remind ourselves that these leaders were chosen democratically.",['but']
The real question that needs answering is how our nation' s institutions and procedures enable such people to attain positions of power.,['and']
"Thus, to focus our attention on the flaws of our leaders is to indulge in a pointless distraction.",['thus']
"An analysis of the language in social media messages posted via the Internet determined that, on average, the use of words associated with positive moods is common in the morning, decreases gradually to a low point midaftemoon, and then increases sharply throughout the evening.","['then', 'and']"
"This shows that a person' s mood typically starts out happy in the morning, declines during the day, and improves in the evening.",['and']
"Yet sleep,deprivation is not used to treat depression even though the conventional treatments, which use drugs and electric shocks, often have serious side effects.","['though', 'yet', 'and']"
Proposal: Carbon dioxide and methane in the atmosphere block the escape of heat into space.,['and']
So emission of these greenhouse gases contributes to global warming.,['so']
"Ttherefore, the methane now emitted from open landfills should instead be burned to produce electricity.",['instead']
"Loss of the Gocha mangrove forests has caused coastal erosion, reducing fish populations and requiring the Gocha Fishing Cooperative  to partially fund dredging and new shore facilities.",['and']
"However, as part of its subsidiary businesses, the GFC has now invested in a program to replant significant parts of the coast with mangrove trees.","['however', 'as']"
"Paleontologist: It is widely, but falsely, held that life began in the ocean and did not exist on land until half a billion years ago.","['but', 'and', 'until']"
"Carbon 14 is extracted by plants and microbes from the atmosphere to fuel their chemical reactions, and is then released when the plants and microbes die.","['then', 'when', 'and']"
"A tax preparation company automatically adds the following disclaimer to every e,mail message sent to its clients: Any tax advice in this e,mail should not be construed as advocating any violation of the provisions of the tax code.",['as']
"But if the e,mail elsewhere suggests that the client do something illegal, then the disclaimer offers no legal protection.","['but', 'then', 'if,then']"
So the disclaimer serves no purpose.,['so']
"One can be at home and be in the backyard, that is, not in one' s house at all.",['and']
"One can also be in one' s house but not at home, if one owns the house but rents it out to others, for example.","['but', 'also', 'for example']"
So one' s being at home is not required for one' s being in one' s own house.,['so']
"When feeding, aquatic birds known as phalaropes often spin rapidly on the water' s surface, pecking for food during each revolution.","['as', 'when']"
"Because plankton on which phalaropes feed typically occurs in greater quantities well below the surface, it is hypothesized that by spinning phalaropes gain access to food that would otherwise be beyond their reach.","['otherwise', 'because']"
"This company will not be training any more pilots in the foreseeable future, since we have 400 trained pilots on our waiting list who are seeking employment.",['since']
"The other five major companies each have roughly the same number of trained pilots on their waiting lists, and since the projected requirement of each company is for not many more than 100 additional pilots, there will be no shortage of personnel despite the current upswing in the aviation industry.","['and', 'since']"
"Government official: Residents who are foreign citizens can serve as public servants at most levels, but not as cabinet secretaries.","['but', 'as']"
"This is wise, since cabinet secretaries perform some duties that should be performed only by citizens, and no one should be appointed to a position if it involves duties that person should not perform.","['and', 'since']"
"Moreover, a cabinet undersecretary is expected to serve as cabinet secretary when the actual secretary is unavailable.","['as', 'when', 'moreover']"
"Traditional hatcheries raise fish in featureless environments and subject them to dull routines, whereas new, experimental hatcheries raise fish in visually stimulating environments with varied routines.","['whereas', 'and']"
"When released into the wild, fish from the experimental hatcheries are bolder than those from traditional hatcheries in exploring new environments and trying new types of food.","['when', 'and']"
"Fish raised in the experimental hatcheries, ttherefore, are more likely to survive after their release.",['after']
"Since multinational grain companies operate so as to maximize profits, they cannot be relied on to initiate economic changes that would reform the world' s food,distribution system.","['as', 'so', 'since']"
"Although it is true that the actions of multinational companies sometimes do result in such economic change, this result is incidental, arising not from the desire for reform but from the desire to maximize profits.","['although', 'but']"
"Nearly all lawyers dutifully represent their clients' best interests, but a few unethical ones charge exorbitant and fraudulent fees for services.","['but', 'and']"
"Some lawyers become millionaires, while others work in the best interest of the public. However, all lawyers are bound by extensive ethical codes, which vary slightly by jurisdiction.","['however', 'while']"
"Critic: Works of literature often present protagonists who scorn allegiance to their society and who advocate detachment rather than civic,mindedness.","['rather', 'and']"
"However, modern literature is distinguished from the literature of earlier eras in part because it more frequently treats such protagonists sympathetically.","['however', 'because', 'earlier']"
"Thus, modern literature can damage individuals who appropriate this attitude, as well as damage society at large.","['as', 'as well', 'thus']"
"As adolescents, these people began experiencing migraine headaches.",['as']
"As these people approached the age of 20, they also began to experience recurring bouts of depression.","['as', 'also']"
"Since this pattern is invariant, always with excessive anxiety at its beginning, it follows that excessive anxiety in childhood is one of the causes of migraine headaches and depression in later life.","['and', 'since', 'later']"
"Dietitian: Eating fish can lower one' s cholesterol level. In a study of cholesterol levels and diet, two groups were studied.",['and']
"The second group ate a very similar diet, but ate no fish.",['but']
"A study of kindergarten students has shown that children from households that own many books, an average of 54 books, show average or high reading achievement levels, while the households of children with lower reading achievement levels tend to own fewer books, 5 books on average.","['while', 'or']"
"People in isolated rain,forest communities tend to live on a largely vegetarian diet, and they eat little salt.",['and']
"Few of them suffer from high blood pressure, and their blood pressure does not tend to increase with age, as is common in industrialized countries.","['as', 'and']"
"Such people often do develop high blood pressure when they move to cities and adopt high,salt diets.","['when', 'and']"
"Though suggestive, these facts do not establish salt as the culprit in high blood pressure, however, because__.","['though', 'however', 'as']"
"Novice bird,watcher: I don' t know much about animal tracks, but I do know that birds typically have four toes, and most birds have three toes pointing forward and one toe pointing backward.","['but', 'and']"
"Since this track was made by an animal with four toes, of which three point forward and one points backward, we can conclude it was made by some kind of bird.","['and', 'since']"
So people who want to decrease their risk of heart disease should reduce their cholesterol intake.,['so']
Driving position affects both comfort and the ability to see the road clearly.,['and']
"Likewise, the better the visibility from the driver' s seat, the more aware the driver can be of road conditions and other vehicles.","['likewise', 'and']"
"Over the past seven years, the Canic Chemical Corporation in nearby Harrisville has been releasing low levels of bromide compounds into the air and groundwater.",['and']
The Iliad and the Odyssey were both attributed to Homer in ancient times.,['and']
But these two poems differ greatly in tone and vocabulary and in certain details of the fictional world they depict.,"['but', 'and']"
So they are almost certainly not the work of the same poet.,['so']
Linguist: One group of art critics claims that postimpressionist paintings are not really art and so should be neither studied nor displayed.,"['and', 'so', 'neither,nor', 'nor']"
"But since the second group grants that there are paintings that are not works of art and should ttherefore be ignored in the manner suggested by the first group, their disagreement is not over the meaning of the word art.","['but', 'and', 'since']"
"A work of architecture, if it is to be both inviting and functional for public use, must be unobtrusive, taking second place to the total environment.",['and']
"Orbiting space telescopes, however, operating above Earth's atmosphere, should provide superbly detailed images.",['however']
"All the evidence so far gathered fits both Dr. Grippen' s theory and Professor Heissmann' s. However, the predictions that these theories make about the result of the planned experiment cannot both be true.","['however', 'and', 'so']"
"Many subjects in an experiment who drank a liter of milk on an empty stomach showed signs of lactose intolerance ,, difficulty in digesting dairy products because of insufficient lactase.",['because']
"Thus, extrapolating from the number of subjects adversely affected, at least 50 million people in North America alone should take lactase supplements.",['thus']
"Restaurant manager: In response to requests from our patrons for vegetarian main dishes, we recently introduced three: an eggplant and zucchini casserole with tomatoes, brown rice with mushrooms, and potatoes baked with cheese.",['and']
"The first two are frequently ordered, but no one orders the potato dish, although it costs less than the other two.","['although', 'but']"
"Clearly, then, our patrons prefer not to eat potatoes.",['then']
The committee reported that these students were having academic problems because they spent large amounts of time on school sports and too little time studying.,"['and', 'because']"
The director then prohibited all students who were having academic problems from taking part in sports in which they were active.,['then']
Midlevel managers at large corporations are unlikely to suggest reductions in staff in their own departments even when these departments are obviously overstaffed.,['when']
"In Australia the population that is of driving age has grown larger over the last five years, but the annual number of traffic fatalities has declined.",['but']
"This leads to the conclusion that, overall, the driving,age population of Australia consists of more skillful drivers now than five years ago.",['overall']
Margaret came home after a long day of work to find her front door open and her waste basket knocked over with all of the contents strewn about the kitchen floor.,"['and', 'after']"
"She believes that her dog must have knocked it over in search for some food scraps to eat, but this belief cannot be correct.",['but']
"On the other hand, if the timing were faster, traffic would back up because too few cars would get through each green light.","['on the other hand', 'because']"
"Columnist: Although most people favor the bill and the bill does not violate anyone' s basic human rights, it will not be passed for many years, if at all, nor will any similar bill.","['although', 'and', 'nor']"
Factory manager: One reason the automobile parts this factory produces are expensive is that our manufacturing equipment is outdated and inefficient.,['and']
"Ttherefore, since to survive in today' s market we have to make our products more competitively priced, we must completely refurbish the factory in order to survive.",['since']
Guidebook writer: I have visited hotels throughout the country and have noticed that in those built before 1930 the quality of the original carpentry work is generally superior to that in hotels built afterward.,"['and', 'afterward', 'before']"
"Clearly carpenters working on hotels before 1930 typically worked with more skill, care, and effort than carpenters who have worked on hotels built subsequently.","['and', 'before']"
"But voting is a sacred right in democracies, one that has always been exercised by voting in person and not by mail.","['but', 'and']"
"Ttherefore, voting by mail should not be allowed, and the proposed amendment should be rejected.",['and']
"Wife: The work of the artist who painted the portrait of my grandparents 50 years ago has become quite popular lately, so the portrait has recently become valuable.",['so']
"But since these sorts of artistic fads fade rapidly, the practical thing to do would be to sell the portrait while it is still worth something, and thereby enable our daughter to attend the college she has chosen.","['but', 'still', 'while', 'and', 'thereby', 'since']"
"I don' t think it' s a very good painting, but it has great sentimental value.",['but']
"Besides, you owe it to our daughter to keep it in the family as a link to her family' s past.","['as', 'besides']"
"So clearly, the number of new jobs created this year will fall short of last year' s record.",['so']
"In midwinter, when days are short, many people suffer from a specific type of seasonal depression caused by lack of sunlight.",['when']
"Carbohydrates, both sugars and starches, boost the brain' s levels of serotonin, a neurotransmitter that improves the mood.",['and']
"In this respect, carbohydrates act on the brain in the same way as some antidepressants.",['as']
"Thus, eating holiday cookies may provide an effective form of self,prescribed medication.",['thus']
"Ttherefore, governments should help finance high,quality day care since such day care will become available to families of all income levels if and only if it is subsidized.","['and', 'since']"
"However, squirrels eat from a bird feeder only if it lacks a protective cover.",['however']
So a bird feeder will not attract many birds if it does not have a protective cover.,['so']
"Researchers have noticed that people whose blood shows abnormally low levels of calcium usually have laryngeal polyps, which can permanently damage vocal cords and result in partial or even total loss of voice.","['and', 'or']"
"In order to reduce the risk of polyps, the researchers recommend a diet high in calcium,rich foods such as dairy and green, leafy vegetables.","['as', 'and']"
"Democratic governments are unlikely to take a morally principled stand on controversial issues, because there are almost always groups of people with differing principles who strongly resist any policy that consistently adheres to any particular moral principle.",['because']
"Thus, the compromises that opposition groups force on democratic governments make policies about controversial issues morally arbitrary.",['thus']
"Any component whose resistance to heat is greater than that of semiconductors would be preferable for use in digital circuits, but only if that component were also comparable to semiconductors in all other significant respects, such as maximum current capacity.","['but', 'as', 'also']"
"However, vacuum tubes' maximum current capacity is presently not comparable to that of semiconductors.",['however']
Global ecological problems reduce to the problem of balancing supply and demand.,['and']
"Demand, however, is essentially unlimited, as there are no limits on the potential demands made by humans.","['however', 'as']"
The natural tendency for there to be an imbalance between demand and sustainable supply is the source of these global problems.,['and']
"However, the study' s methods have since been shown to be flawed, and no other studies have succeeded in demonstrating mammalian parthenogenesis.","['however', 'and', 'since']"
"Thus, since parthenogenesis is known to occur in a wide variety of nonmammalian vertebrates, there must be something about mammalian chromosomes that precludes the possibility of parthenogenesis.","['thus', 'since']"
"Copeland' s cigarette prices will still be reasonably low, so cigarette consumption will probably not be affected much.","['still', 'so']"
"Consequently, government revenue from the tax will increase.",['consequently']
"Raoul: True, smoking is unlikely to decrease, because Copeland' s cigarette prices will still not be high.","['still', 'because']"
"They will, however, no longer be the lowest in the region, so we might begin to see substantial illegal sales of smuggled cigarettes in Copeland.","['however', 'so']"
"They found that the babies paid significantly more attention when the intervals were perfect octaves, fifths, or fourths than otherwise.","['otherwise', 'when', 'or']"
"Thus, humans probably have a biological predisposition to pay more attention to those intervals than to others.",['thus']
"Psychologist: Satisfaction and happiness with one' s family cannot exist unless families have established strong values of mutual trust, love, and respect.","['unless', 'and']"
Such bonds are formed and strengthened only through making these key values the basis for all actions within the family.,['and']
It is obvious then that widespread reliance on movies and electronic media for entertainment has an inherently corrosive effect on one' s family life.,"['then', 'and']"
"The introduction of symbols for numbers is an event lost in prehistory, but the earliest known number symbols, in the form of simple grooves and scratches on bones and stones, date back 20, 000 years or more.","['but', 'and', 'or']"
"Nevertheless, since it was not until 5, 500 years ago that systematic methods for writing numerals were invented, it was only then that any sort of computation became possible.","['nevertheless', 'then', 'until', 'since']"
"Tax records show that despite a stable population and strict enforcement of tax laws, revenues from the oil tax declined steeply over the first two years that the tax was in effect.",['and']
"Ttherefore, whenever two stars have the same chemical composition as each other, they must have originated from the same cloud of gas.",['as']
The OLEX Petroleum Company has recently determined that it could cut its refining costs by closing its Grenville refinery and consolidating all refining at its Tasberg refinery.,['and']
"Closing the Grenville refinery, however, would mean the immediate loss of about 1, 200 jobs in the Grenville area.",['however']
"These fruit do not contain linolenic acid, which is necessary to the growth and maturation of many insects other than H. subflexa.",['and']
Linolenic acid in an insect' s diet is also necessary for the production of a chemical called volicitin.,['also']
"While most caterpillar species have volicitin in their saliva, H. subflexa does not.",['while']
"Because the temperature at which iron melts increases with pressure, the inner core is solid and the outer core is molten.","['and', 'because']"
Physicists can determine the melting temperature of iron at any given pressure and the pressure for any given depth in the earth.,['and']
"Ttherefore, the actual temperature at the boundary of the earth' s outer and inner cores,the melting temperature of iron there,can be determined, since __.","['and', 'since']"
"For several years, Diamond reaped substantial profits and was considering building branch stores in nearby counties.",['and']
"Stibium Industries, for several years the single largest employer in Apisville and the surrounding region, abruptly closed its plant last year, causing widespread unemployment.",['and']
"Only a fraction of the former Stibium workers have found new jobs, and many of these at much lower wages.",['and']
"Early this year, Diamond Enterprises has filed for Chapter 11 bankruptcy, citing the closure of Stibium as one of the primary causes.",['as']
"But since money is not the main measure of value in nonindustrial societies, they must tend in contrast to be socially unified.","['but', 'in contrast', 'since']"
"Sociologist: Romantics who claim that people are not born evil but may be made evil by the imperfect institutions that they form cannot be right, for they misunderstand the causal relationship between people and their institutions.","['but', 'and']"
"After all, institutions are merely collections of people.",['after']
"Escalating worldwide demand for corn has led to a sharp increase in the market price of corn, and corn prices are likely to remain high.",['and']
"Corn is extensive used as feed for livestock, and because profit margins are tight in the livestock business, many farmers are expected to leave the business.","['as', 'and', 'because']"
"Nonetheless, observers expect an immediate short,term decrease in meat prices.",['nonetheless']
"This is surprising since it is understood that decreasing the calories in one' s diet, while maintaining the same level of activity, causes one to lose weight.","['while', 'since']"
Plant species differ in that renewed growth in spring can be triggered by day length or by temperature or else by a combination of both.,"['else', 'or']"
"Day length is the same, year after year, for any given date.",['after']
Scientists are sometimes said to assume that something is not the case until there is proof that it is the case.,['until']
"At that point, it would be neither known to be safe nor known not to be safe.","['neither,nor', 'nor']"
"By the characterization above, scientists would assume the additive not to be safe because it has not been proven safe.",['because']
But they would also assume it to be safe because it has not been proven otherwise.,"['otherwise', 'but', 'also', 'because']"
"But no scientist could assume without contradiction that a given substance is both safe and not safe, so this characterization of scientists is clearly wrong.","['but', 'and', 'so']"
Advertisers are often criticized for their unscrupulous manipulation of people' s tastes and wants.,['and']
"There is evidence, however, that some advertisers are motivated by moral as well as financial considerations.","['however', 'as', 'as well']"
"A particular publication decided to change its image from being a family newspaper to concentrating on sex and violence, thus appealing to a different readership.","['and', 'thus']"
"Some advertisers withdrew their advertisements from the publication, and this must have been because they morally disapproved of publishing salacious material.","['and', 'because']"
Hence in some cases it can be difficult to know whether adults bear any moral responsibility for the way they are treated.,['hence']
"Everyone, however, sometimes acts in ways that are an inevitable consequence of treatment received as an infant, and infants clearly cannot control, and so are not morally responsible for, the treatment they receive.","['however', 'as', 'and', 'so']"
"Sixty adults were asked to keep a diary of their meals, including what they consumed, when, and in the company of how many people.","['when', 'and']"
"One sure way you can tell how quickly a new idea ,, for example, globalization ,, is taking hold among the population is to monitor how fast the word or words expressing that particular idea are passing into common usage.","['for example', 'or']"
"Professional opinions of whether or not words can indeed be said to have passed into common usage are available from dictionary authors, who are acutely aware of these changes.","['indeed', 'or']"
"Analyst: Any new natural,gas,powered electrical generation station needs to be located close to a natural,gas pipeline, a large body of water for cooling, and transmission lines.",['and']
It also must be situated in a region where residents will not oppose construction.,['also']
"Our country has an extensive system of transmission lines, but our natural,gas pipelines run in the vicinity of only three of our large bodies of water, and residents would oppose any significant construction projects near these bodies of water.","['but', 'and']"
Superintendent: But what you' re saying is that our school district should endorse verbal harassment.,['but']
"Yet surely if we did that, we would threaten the free flow of ideas that is the core of this school' s academic tradition.",['yet']
A theoretical framework facilitates conceptual organization of material and fruitful expansions of research.,['and']
But the past is too complex for all of its main trends to be captured within a theoretical framework.,['but']
The teeth of some mammals show growth rings that result from the constant depositing of layers of cementum as opaque bands in summer and translucent bands in winter.,"['as', 'and']"
"Cross sections of pigs' teeth found in an excavated Stone Age trash pit revealed bands of remarkably constant width except that the band deposited last, which was invariably translucent, was only about half the normal width.",['except']
Until recently it was thought that ink used before the sixteenth century did not contain titanium.,"['before', 'until']"
"However, a new type of analysis detected titanium in the ink of the famous Bible printed by Johannes Gutenberg and in that of another fifteenth,century Bible known as B,36, though not in the ink of any of numerous other fifteenth,century books analyzed.","['though', 'however', 'as', 'and']"
"This finding is of great significance, since it not only strongly supports the hypothesis that B,36 was printed by Gutenberg but also shows that the presence of titanium in the ink of the purportedly fifteenth,century Vinland Map can no longer be regarded as a reason for doubting the map' s authenticity.","['but', 'as', 'also', 'since']"
"Humans began to spread across North America around 12, 000 years ago, as the climate became warmer.",['as']
"During the same period the large mammals that were once abundant in North America, such as the mastodon, the woolly mammoth, and the saber,toothed tiger, became extinct.","['once', 'as', 'and']"
"Thus, contrary to the myth that humans formerly lived in harmony with the rest of nature, it is clear that even 12, 000 years ago human activity was causing the extinction of animal species.",['thus']
"Since a majority of the incumbents are running for reelection, I am going to campaign against all these incumbents in the upcoming city council election.",['since']
"The only incumbent I will support and vote for is the one who represents my own neighborhood, because she has the experience necessary to ensure that our neighborhood' s interests are served.","['and', 'because']"
"If a mother' s first child is born before its due date, it is likely that her second child will be also.","['also', 'before']"
"Jackie' s second child was not born before its due date, so it is likely that Jackie' s first child was not born before its due date either.","['so', 'before']"
Alexia: Our ignorance about the lives of so many novelists is unfortunate.,['so']
How much deeper and more complete our appreciation of their works would be if we knew more about the personal wellsprings of their thought and art!,['and']
"Because we know virtually nothing of their personal lives, we can resist the temptation to reduce consideration of their works to biography and psychoanalysis, and instead engage each work on its own artistic terms.","['instead', 'and', 'because']"
Physicalists expect that ultimately all mental functions will be explainable in neurobiological terms.,['ultimately']
"Achieving this goal requires knowledge of neurons and their basic functions, a knowledge of how neurons interact, and a delineation of the psychological faculties to be explained.",['and']
"At present, there is a substantial amount of fundamental knowledge about the basic functions of neurons, and the scope and character of such psychological capacities as visual perception and memory are well understood.","['as', 'and']"
"Thus, as the physicalists claim, mental functions are bound to receive explanations in neurobiological terms in the near future.","['as', 'thus']"
"I, on the other hand, was abiding by all traffic regulations ,, as the police report confirms.","['on the other hand', 'as']"
"Ttherefore, although I might have been able to avoid the collision had I reacted more quickly, the bus company should not reprimand me for the accident.",['although']
They argue that this decline is caused by the corresponding growth of government services once provided by these voluntary community groups.,['once']
But this may not be true.,['but']
"The increase in government services may coincide with a decrease in volunteerism, but the former does not necessarily cause the latter, the latter may indeed cause the former.","['but', 'indeed']"
Mary to Jamal: You acknowledge that as the legitimate owner of this business I have the legal right to sell it whenever I wish.,['as']
"But also you claim that because loyal employees will suffer if I sell it, I ttherefore have no right to do so.","['but', 'also', 'so', 'because']"
"When these principles are routinely called into question, the society begins to erode.",['when']
"Any society, ttherefore, that allows schools to present the society' s set of basic principles as simply one of several alternatives, with the suggestion that students may choose which to accept on the basis of the principles' worth, is inviting its own demise.",['as']
"No matter how good the teachers, texts, and facilities are, none of these does any good if few students come to school.",['and']
"If John is not attending medical school, then he is attending business school.","['then', 'if,then']"
"John is not attending business school, so he must be attending medical school.",['so']
"Anyone who argues that graffiti is legitimate artwork should also agree that street gangs gave rise to legitimate artwork, since street gangs gave rise to graffiti.","['also', 'since']"
Scientists have discovered a new species of butterfly that lives only in a small region of Central America and is active only at night.,['and']
Many important contributions to the public welfare that resulted from scientific research were never predicted as potential outcomes of that research.,['as']
"Paper and plastic grocery bags are a continuing problem for the city, both as litter and in landfills.","['as', 'and']"
"Several environmental groups, however, oppose the tax, despite having brought the issue to the council' s attention in the first place.",['however']
But voters actually elect politicians who instead promise that the government will provide assistance to solve their most pressing problems.,"['but', 'instead']"
"Governmental assistance, however, costs money, and money can come only from taxes, which can be considered a form of governmental intrusion.","['however', 'and']"
"Thus, governmental intrusion into the lives of voters will rarely be substantially reduced over time in a democracy.",['thus']
"A television commercial argued as follows: both the product advertised and its competitor contain the same active ingredients, but the product advertised contains them in higher concentrations, tests show that the higher concentrations are completely safe, since a product that provides faster relief is always preferable, one should use the product advertised.","['but', 'as', 'and', 'since']"
"Radioactive waste from nuclear power plants has been temporarily stored on,site, but this is not a satisfactory kind of place for long,range storage.",['but']
"Since no suitable plan of safe permanent storage of such waste from the nation' s existing and planned nuclear plants has been devised, some people propose that we should stop trying to develop such a plan and instead should shut down all present nuclear plants and build no new nuclear plants.","['instead', 'and', 'since']"
"While funded by the government, however, some artists have produced works of art that are morally or aesthetically offensive to many taxpayers.","['however', 'while', 'or']"
"Nonetheless, my conclusion is that no taxpayers have been treated unjustly whose tax dollars are used to fund some particular work of art that they may find abominable.",['nonetheless']
"Our acting on the basis of this argument would be dangerous, because the argument ignores the countries presently on the verge of civil wars.",['because']
"Juan has a T,shirt with the company' s new logo, so he must have entered the contest.",['so']
"Surveys of FastMart customers indicate that one,fourth of them prefer low,calorie syrup, while three,fourths prefer regular syrup.",['while']
"Since FastMart' s highest priority is to maximize sales, the obvious strategy for it is to stock regular syrup.",['since']
"A severe blow to the head can cause one to lose consciousness, from this some people infer that consciousness is a product of the brain and cannot survive bodily death.",['and']
"But a radio that becomes damaged may suddenly cease to broadcast the program it had been receiving, and we do not conclude from this that the program itself has ceased to exist.","['but', 'and']"
"Similarly, more substantial evidence would be needed to conclude that consciousness does not survive bodily death.",['similarly']
"Mathematical puzzles, for example, cause most people to increase such an awareness.",['for example']
"Some people ,, those who formulate the answer visually, imagining the numbers in their mind' s eye ,, will, in an attempt to freeze the picture, experience a decrease in environmental awareness while solving the puzzle.",['while']
"Other people' s environmental awareness may rise during the exercise, because their brains are signaling a rest at the end of every stage of problem solving.",['because']
"A recent study has found that, surprisingly, the risk of serious injuries to workers is higher in industries that are monitored by government safety inspectors than in industries that are not so monitored.",['so']
"On the Discount Phoneline, any domestic long,distance call starting between 9 A. M. and 5 P. M. costs 15 cents a minute, and any other domestic long,distance call costs 10 cents a minute.",['and']
"So any domestic long,distance call on the Discount Phoneline that does not cost 10 cents a minute costs 15 cents a minute.",['so']
Hillsburgh and Nansensville are two major metropolitan areas only 50 miles apart.,['and']
"Until recently, the only road connecting the two cities was a traffic,clogged, six,lane Interstate Highway.",['until']
