Sentences,Logic-words
Forest chief executive Mark Arthur said: Weve received an £8m bid from Spurs for the two players and were considering the offer,['and']
"Southamptons offer for Republic of Ireland international Reid comprised £3m,plus and two players , Brett Ormerod and Darren Kenton.",['and']
"Spurs had seen previous bids of £3m, £4m and £5m for Reid rejected by the Championship club.",['and']
Redknapps Saints face Pompey tie  New Southampton manager Harry Redknapp faces an immediate reunion with his old club Portsmouth after they were drawn together in the FA Cup fourth round.,['after']
"Oldhams reward for beating Manchester City is a home tie with Bolton, while Yeovil will be away to Charlton.",['while']
"Chelsea host Birmingham, Tottenham travel to West Brom and Arsenal will entertain Championship side Wolves.",['and']
"Ive said before, I can walk away from Portsmouth with my head held high, Im proud of what I did there and no one can take that away from me","['and', 'before']"
"Maybe Ill be in for some stick, theres always some of that but well get on with it and its only a game of football","['but', 'and']"
Bruce said: Im still in shock.,['still']
"Weve given good accounts of ourselves against Chelsea in the past and played well when we lost 1,0 at home at the start of the season , but thats the past.","['but', 'when', 'and']"
But its the best competition in the world as far as I am concerned and we will give it our best shot,"['but', 'as', 'and']"
"Brentford boss Martin Allen remained cautious despite his sides favourable draw , a home tie with either Hartlepool or Boston.","['either,or', 'or']"
"However, we know that whoever we play it is going to be a really tough game",['however']
"But its not about the opposition, its about us.",['but']
"We all want to get through to the next round and face a massive team, thats the way it is.","['and', 'next']"
"Meanwhile, the BBC has confirmed it will be televising Exeters replay with Man Utd live on Wednesday 19 January, from 1930 on BBC One.",['meanwhile']
Real in talks over Gravesen move  Real Madrid are closing in on a £2m deal for Evertons Thomas Gravesen after the Danes agent travelled to Spain to hold talks about a move.,['after']
"Nothing has been agreed, but this is a big opportunity for any player.",['but']
"The 28,year,olds contract expires in the summer, but Real want a quick deal.",['but']
"There is serious interest, but it is Evertons hands.",['but']
"Everton must decide whether to cash in now on the Denmark midfield man, or risk losing him for nothing in the summer.",['or']
Manager David Moyes has defiantly claimed that he expects Gravesen to still be at Everton when the transfer window closes at the end of January.,"['still', 'when']"
Moyes said: I speak to Tommy regularly and we know where we are at.,['and']
"Real Madrid general manager Arrigo Sacchi is the driving force behind the move, convincing vice,president Emilio Butragueno and new coach Wanderley Luxemburgo that Gravesen is the right man for the Bernabeu.",['and']
Everton must weigh up whether it is worth taking the money on offer for Real and risk their own ambitions for European football.,['and']
Gravesen has been outstanding as Everton have established themselves in the Premierships top four this season.,['as']
"Lehmann is understudy to Oliver Kahn in the German squad, but has lost his place to Manuel Alumnia at Highbury.",['but']
Lehmann is desperate to keep his place in the Germany squad when the country hosts the World Cup in 2006.,['when']
"Klinsmann added: If he is not playing regularly he cannot be Germanys number one keeper, or even number two keeper.",['or']
This could be critical if it remains the same during next season.,['next']
Juninho demand for ONeill talks  Juninhos agent has confirmed that the player is hoping for talks with Martin ONeill as the Brazilian midfielder comes closer to departing Celtic.  Brian Hassell says no official approach has been received from Manchester City but that the English club had been earmarked as a possible destination.,"['but', 'as']"
But it was being stressed to BBC Sport that Juninho would prefer to remain with the Scottish champions.,['but']
"He has become frustrated with his lack of first,team action since his move from Middlesbrough in the summer.",['since']
"Hassel says Juninho, who has just bought a new home, would desperately like to stay at Celtic but will seek a move if it is made clear that he is not wanted.",['but']
"The agent also stressed that nothing should be read into the 30,year,olds father being in Scotland and talk of a move back to Botafogo in Brazil.","['and', 'also']"
Juninhos father was simply in the country to see his son and grandchildren.,['and']
"I know there is interest from a Brazilian club, but I know Juninho doesnt want to go there He wants to stay in Britain.",['but']
"In fact, he wants to stay at Celtic. Hassall made it clear that a move to Manchester City, who are badly in need of a midfield play,maker, was more of a possibility than Botafogo, or Mexican outfit Red Sharks Veracruz, who also expressed an interest.","['in fact', 'also', 'or']"
Juninho had earlier told the Daily Record: The manager has had a lot of chances to put me in his team but it hasnt happened.,"['but', 'earlier']"
If that is the case then this is the opportunity for me to go.,"['then', 'if,then']"
That would be good for the club and good for me.,['and']
The attacking midfielder also claims he has not had the backing of boss Martin ONeill since his move to Celtic Park.,"['also', 'since']"
"When a manager brings a new player to the club, he gives that player support",['when']
Wenger signs new deal  Arsenal manager Arsene Wenger has signed a new contract to stay at the club until May 2008.,['until']
"He said: Signing a new contract just rubber,stamps my desire to take this club forward and fulfil my ambitions.",['and']
I still have so much to achieve and my target is to drive this club on.,"['still', 'and', 'so']"
I love this club and am very happy here.,['and']
Wenger has won the title and the FA Cup three times each during his reign.,['and']
"Since his arrival in 1996, he has revolutionised the club both on and off the pitch.","['and', 'since']"
"As well as the six major honours hes won during his time here, Arsene has been a leading influence behind all the major initiatives at the club including the construction of our new training centre and also our new stadium.","['as', 'as well', 'and', 'also']"
"Meanwhile, Arsenal director Danny Fiszman is looking for Wenger to stay beyond 2008.",['meanwhile']
When we come towards the end of his contract we will both review the situation.,['when']
Im sure we will want him to stay on and I hope he will too,['and']
FA probes crowd trouble  The FA is to take action after trouble marred Wednesdays Carling Cup tie between Chelsea and West Ham.,"['and', 'after']"
"Police in riot gear were confronted by a section of the West Ham support after the match which the Blues won 1,0.",['after']
"Mateja Kezman, the scorer of Chelseas goal, needed treatment on a head injury during the match after being hit by a missile, believed to be a coin.",['after']
A spokeswoman for Chelsea said the club would await the referees report before deciding on its course of action.,['before']
Kezman was forced off the field to receive treatment on a cut above his eye but was able to continue.,['but']
Chelsea assistant boss Steve Clarke said: I would rather talk about the football but we think it was something thrown from the crowd.,"['but', 'rather']"
West Ham boss Alan Pardew said: Its a shame because I thought there was good English banter in the crowd.,['because']
Theres big rivalry between the two clubs and it is a shame if thats happened.,['and']
"Former Hammers star Joe Cole also had a plastic bottle thrown at him, while Frank Lampard was pelted with coins as he was preparing to take a penalty.","['as', 'while', 'also']"
"Lampards spot,kick was saved to the delight of the Hammers fans, who have still not forgiven him for leaving Upton Park.",['still']
"The FA will seek reports from the clubs and the police, and will review video evidence and the referees report.",['and']
Police in riot gear battled with West Ham fans in the Matthew Harding stand and at least one supporter required treatment.,['and']
Fans are also thought to have clashed outside the ground after the game.,"['also', 'after']"
"Scotland Yard said there had been 11 arrests for alleged public order, drugs and offensive weapon offences.",['and']
The FA is already looking into the trouble at Tuesdays heated Carling Cup tie between Millwall and Liverpool.,['and']
The Brazilian confirmed tempers had flared but could shed no light on reports that food was thrown at United boss Sir Alex Ferguson.,['but']
"I saw people being pulled apart, people pushing, pointing and shouting",['and']
The United players were trying to wind us up about the result but I didnt see any soup being thrown at anyone,['but']
"However, Edu tried to play down the incidents, adding: There was nothing that I havent seen in Brazilian derbies.",['however']
"But Edu was highly critical of the ferocity of some of Uniteds challenges during the game, particularly on Jose Antonio Reyes.",['but']
"Reyes was being kicked all over the park , they were beating up the boy and Gary Neville was tackling in such a way that he should have been sent off",['and']
"Following the game, the Football Association said it would look into events in the tunnel. It also charged Ruud van Nistelrooy with serious foul play while Arsenal boss Arsene Wenger has been asked to explain comments he made about the referee.","['while', 'also']"
Chelsea sack Mutu  Chelsea have sacked Adrian Mutu after he failed a drugs test.,['after']
"The 25,year,old tested positive for a banned substance , which he later denied was cocaine , in October.",['later']
Mutu scored six goals in his first five games after arriving at Stamford Bridge but his form went into decline and he was frozen out by coach Jose Mourinho.,"['but', 'and', 'after']"
"Chelseas statement added: This applies to both performance,enhancing drugs or so,called recreational drugs.",['or']
They have no place at our club or in sport.,['or']
"In coming to a decision on this case, Chelsea believed the clubs social responsibility to its fans, players, employees and other stakeholders in football regarding drugs was more important than the major financial considerations to the company.",['and']
Any player who takes drugs breaches his contract with the club as well as Football Association rules.,"['as', 'as well']"
"And the sports world governing body has re,iterated their stance over Mutus failed drugs test, maintaining it is a matter for the domestic sporting authorities.",['and']
Fifa is not in a position to make any comment on the matter until the English FA have informed us of their disciplinary decision and the relevant information associated with it,"['and', 'until']"
"Verroken, a former director of drug,free sport for UK Sport, insists the Blues were right to sack Mutu and have enhanced their reputation by doing so.","['and', 'so']"
Chelsea are saying quite clearly to the rest of their players and their fans that this is a situation they are not prepared to tolerate.,['and']
It was a very difficult decision for them and an expensive decision for them but the terms of his contract were breached and it was the only decision they could make.,"['but', 'and']"
It is a very clear stance by Chelsea and it has given a strong boost to the reputation of the club,['and']
"It emerged that Mutu had failed a drugs test on October 18 and, although it was initially reported that the banned substance in question was cocaine.","['although', 'and']"
The Romanian international later suggested it was a substance designed to enhance sexual performance.,['later']
The Football Association has yet to act on Mutus failed drugs test and refuses to discuss his case.,"['yet', 'and']"
We shall present it to the FA and see what they do.,['and']
Clubs are permitted to ask the FA to examine specific incidents but information is expected to be provided within 48 hours of the game.,['but']
"The clash occurred moments before half,time when a Freddie Ljungberg challenge left Heinze on the ground on the left touchline.","['when', 'before']"
"Henry, following the ball, attempted to hurdle the Argentine but his knee collided with the back of Heinzes head.",['but']
"The striker protested his innocence , and referee Mike Riley deemed the collision accidental.",['and']
"Ferguson was also upset by Arsenals overall discipline during the heated encounter between the two arch,rivals and praised his own sides behaviour.","['and', 'also', 'overall']"
"There were 24 fouls in the game by Arsenal, seven on Heinze, five on Ronaldo, six by Vieira , and it was only his sixth foul that got him booked.",['and']
Wenger offers Mutu hope  Arsenal boss Arsene Wenger would consider signing Adrian Mutu once the striker has served his drugs ban.,['once']
"Mutu was sacked by Chelsea on Friday after testing positive for cocaine , a move Wenger has backed.",['after']
But he said: I dont even wonder if that could happen because I think he will be suspended for a long period.,"['but', 'because']"
"But once he has served his suspension, he has the right again to start from zero.","['but', 'once']"
I would then meet the player and see what he tells me.,"['then', 'and']"
Mutu faces a ban of between six months and two years when the Football Association decides on his punishment.,"['when', 'and']"
Chelsea decided to act before his case was heard and sacked the striker on grounds of gross misconduct after it was revealed that he had failed a drug test.,"['and', 'before', 'after']"
"But Mutu has hit out at the clubs decision, saying: Chelsea have destroyed me",['but']
I am shocked and surprised by their decision.,['and']
I didnt expect them to pay me while I was suspended but I never thought they would sack me either.,"['but', 'while']"
I might as well walk away from football.,"['as', 'as well']"
"And Mutu agreed, adding: It is unfair.",['and']
Santini resigns as Spurs manager  Tottenham manager Jacques Santini has resigned for personal reasons,['as']
The former France manager moved to White Hart Lane this summer but now wants to return to France.,['but']
Santini said: My time at Tottenham has been memorable and it is with deep regret that I take my leave.,['and']
I wish the club and the supporters all the best.,['and']
He added: I should like to thank  Frank Arnesen and  Daniel Levy for their understanding,['and']
Assistant coach Martin Jol has been put in temporary charge and will take care of team affairs for Saturdays Premiership match against Charlton.,['and']
"I shall make a further statement on Monday, clarifying our position.",['further']
Mutu to hold talks with Juventus  Disgraced former Chelsea striker Adrian Mutu is to begin talks with Juventus as he looks for a new club.,['as']
Mutu will be in our clubs main stand to watch the match between Juventus and Fiorentina,['and']
Then he will meet some important people of the club,['then']
"Mutu, 25, sacked by Chelsea and banned for seven months for taking cocaine, is now represented by Alessandro Moggi, son of Juve manager Luciano Moggi.",['and']
"Mutu, banned by the English FA, can resume playing next May.",['next']
He is to undergo a drug education and rehabilitation programme.,['and']
Uefa approves fake grass  Uefa says it will allow European matches to be played on artificial pitches from the start of next season.,['next']
Uefa explained that the move follows comprehensive studies into the sporting and medical aspects of using artificial playing surfaces,['and']
They can be used subject to complying with Uefa quality criteria but there use will not be made obligatory.,['but']
"Luton, Preston, Queens Park Rangers and other clubs used to have plastic pitches during the the 1980s but, after a two,year study, Uefa insists the surfaces have moved on.","['but', 'and', 'after']"
"International matches can also be played on such pitches, although games at major tournaments have to be contested on grass.","['although', 'also']"
"Uefa spokesman Rob Faulkner said: People in England have bad memories of the artificial pitches of Luton and QPR in the 1980s, but the latest generation are completely different and are much more like grass.","['but', 'and']"
We have sanctioned its use from the start of next season but only as long as it is the latest generation of artificial turf and meets a whole series of standards,"['but', 'as long as', 'as', 'and', 'next']"
"Several leading clubs from Scandinavia, Russia and eastern Europe , especially those who only play Champions League or Uefa Cup matches in winter , are now expected to instal artificial pitches.","['and', 'or']"
Arsenal were drawn at home to Stoke and Chelsea will play host to Scunthorpe.,['and']
"Third,placed Everton visit Plymouth, Liverpool travel to Burnley, Crystal Palace go to Sunderland, Fulham face Carling Cup semi,finalists Watford, Bolton meet Ipswich, while Aston Villa were drawn against Sheffield United.",['while']
"Premiership strugglers Norwich, Blackburn, West Brom are away at West Ham, Cardiff and Preston North End respectively.",['and']
"Southampton visit Northampton, having already beaten the League Two side in the Carling Cup earlier this season.",['earlier']
"Middlesbrough were drawn away against either Swindon or Notts County, while Spurs entertain Brighton at White Hart Lane.","['while', 'either,or', 'or']"
"Anelka, 25, is in talks over a contract extension beyond 2007 with City but is believed to fear his career will go stale if he stays at the club.",['but']
The News of the World reports that Anelka told a French magazine: I either decide to win titles or to have an easy life.,"['either,or', 'or']"
He added: To win titles you need players who have the capability of doing so.,['so']
If we stagnate between eighth and 15th place its impossible to progress.,['and']
"If I am going to score goals and not win, there is a risk it is going to create a feeling of being fed up",['and']
"Anelka has earned a reputation for being a difficult character to handle after spells at Arsenal, Real Madrid and Paris St Germain and he feels that is now coming back to haunt him.","['and', 'after']"
I am well here but the sporting aspect also comes into account.,"['but', 'also']"
Playing for eighth place is good but I miss the Champions League.,['but']
"I won it with Real Madrid in 2000 and I need to be playing in it , and I should be playing in it.",['and']
Im not in it because of things that have happened in the past and had nothing to do with football.,"['and', 'because']"
Arnesen denies rift with Santini  Tottenham sporting director Frank Arnesen has denied that coach Jacques Santini resigned because of a clash of personalities at White Hart Lane.,['because']
There is only one thing that made him resign and that is his own personal problems.,['and']
He has talked to me recently and said this matter is absolutely for himself,['and']
Arnesen said he was unable to throw any light onto the problems that caused Santini to quit after just 13 games in charge.,['after']
"But I trust him in that, you have to accept it.",['but']
The plan is now that over the weekend we will have talks with the board and then on Monday we will clarify the situation,"['then', 'and', 'now that']"
"Arnesen countered criticism at the timing of the announcement, coming less than 24 hours before Tottenhams Premiership fixture with Charlton.",['before']
"When it comes down to personal problems, I dont think we should talk about timing",['when']
"And he also denied reports that Santini had been given a £3m pay,off.","['and', 'also']"
He is the one who said I will go and so he went,"['and', 'so']"
Tottenhams structure of having a sporting director working alongside a coach is based on a continental model and Arnesen sees no reason why they should change it.,['and']
I am confident that we have started something here in July and I still have a lot of confidence in Tottenham and what we are doing,"['still', 'and']"
"However, former Spurs and England defender Gary Stevens said he would not be surprised if the system had caused a rift.","['however', 'and']"
"I think the problems go a lot deeper, between the director of football at White Hart Lane and Santini",['and']
"But Frank Arnesen was a very creative, forward,thinking and expansive player , whereas I think Santini was very much the opposite, more a case of being organised, disciplined and happy not conceding goals.","['but', 'whereas', 'and']"
That sort of arrangement can work if the two people have the same principles and ideals and work very closely.,['and']
But it seems that has not happened.,['but']
Souness backs Smith for Scotland  Graeme Souness believes Walter Smith would be the perfect choice to succeed Berti Vogts as Scotland manager.,['as']
"The Scottish Football Association has appointed Tommy Burns as provisional caretaker,boss for the friendly against Sweden on 17 November.",['as']
He fits the bill because of his knowledge and understanding of the Scotland team and football.,"['and', 'because']"
He is experienced and has been successful.,['and']
"Souness added: Walter is a real football person, as I know from working with him at Ibrox.",['as']
On top of all that he is a proper human being who would command the instant respect of the players and everyone involved in Scottish football,['and']
The Scottish Football Association is about to embark on the search for Vogts successor after appointing Tommy Burns in a caretaker capacity.,['after']
Ferguson said: He  would be the outstanding candidate as far as Im concerned.,['as']
You need somebody who knows what theyre doing and Walter would bring a wealth of experience to the job,['and']
The Man Utd boss continued: I dont know what credentials are needed to do the job but its a job that needs a lot of experience.,['but']
He was my assistant with Scotland and here at Manchester United and he has also managed Glasgow Rangers.,"['and', 'also']"
He would need to change the whole shape of Scottish football and radical changes are needed,['and']
The former Everton and Rangers boss has been out of the game since a spell as Manchester United assistant last term.,"['as', 'and', 'since']"
"BBC Sport understands that Smith would be willing to discuss taking over if he was approached by the Scottish FA.  If he is tempted to take over, it seems almost certain Smiths long,time right,hand man Archie Knox would also play a part in the national team set,up.",['also']
"Smith already has the backing of many pundits and fans, including former Scotland manager Craig Brown.",['and']
I spoke to him on Sunday and I got the impression he would take it.,['and']
He was asking me about it and I was positive.,['and']
Other candidates for the job include former Scotland midfielders Gordon Strachan and Gary McAllister and Vogts assistant Tommy Burns.,['and']
"Itll be a two,horse race all the way to the end of the season because we are both going to give it everything",['because']
You need to be good and you need a lot of luck.,['and']
You need a bit of both but it will be as hard for the Arsenal players as it is for the Chelsea boys.,"['but', 'as']"
"But you never know what is going to happen in football , two seasons ago Manchester United picked up so many points towards the end of the season when they won the title.","['but', 'when', 'so']"
"Obviously, nobody at Chelsea wants to come second but you never know what happens in football.",['but']
We will be challenging to come first as much as every Arsenal player will be challenging to come first,"['as', 'much as']"
Gallas has been given extra confidence by the impact manager Jose Mourinho has had since taking over as manager during the summer.,"['as', 'since']"
And the French international defender believes Mourinho is perfectly suited to boss the squad of Chelsea stars and says his managerial expertise will prevent any player revolt.,['and']
Its only normal when you have got a team put together of such big names that you put the finishing touch to it and the finishing touch at Chelsea is a fantastic manager like Mourinho,"['when', 'and']"
"Another incredible quality that Mourinho has is that every player, even though the fans may consider them to be a stars, within the dressing,room they are absolutely equal.",['though']
Mourinho reminds everyone but he doesnt have to because he has created a wonderful atmosphere where everybody is playing and laughing every day.,"['but', 'and', 'because']"
"Tevez , an Argentine in Brazil  Some 65 years ago Bernardo Gandulla left Boca Juniors in his native Argentina and headed for Brazil.",['and']
"He left an impression, but not for reasons he would have wanted.",['but']
The only thing of note he did was to throw the ball back when it went out of play.,['when']
"Brazilians delighted in the failure of Gandulla then, and many will delight now if history is repeated.","['then', 'and']"
"Corinthians , or the London,based company who have just entered into partnership with them , appear to have paid well above the odds for Tevez.",['or']
"It is particularly strange as , until last week , Tevez was not even an especially big name in Brazil, where the Argentine Championship is not shown.","['as', 'until']"
"What is harder to work out is why Tevez should be interested in heading north, rather than across the Atlantic. Argentinas brightest new star hit top form in August as he spearheaded the charge towards the Olympic gold medal.","['rather', 'as']"
But the subsequent months have not been easy for Tevez.,['but']
"And off the pitch he gave the press plenty to report , Atletico Madrid gave up on him after declaring his private life to be disorganized.","['and', 'after']"
So now he says that he is heading for Corinthians in search of tranquillity.,['so']
Once it shared with Buenos Aires the same melancholy air of a city of Italian immigrants.,['once']
But that world now lies buried under skyscrapers.,['but']
"Pel&233, scored reams of goals against them, reasoning that unless he did something special the Corinthians fans were capable of winning the game on their own.",['unless']
"That passion can also be turned against the team , especially nowadays, when the level of urban violence gives a hysterical edge to life in Brazils big cities.","['when', 'also']"
Corinthians fans have invaded the dressing room or ambushed the team coach to attack the players.,['or']
"Tevez, then, can kiss tranquillity goodbye.",['then']
"He can also say farewell to the Copa Libertadores, South Americas Champions League.",['also']
"Indeed, he will have a long wait for a worthwhile match.",['indeed']
Next years Brazilian Championship only gets underway at the end of April.,['next']
"Until then he will have to make do with the foolish S&227,o Paulo State Championship, an appalling waste of his talent.","['then', 'until']"
"Like so many of the top South American players, Tevez has the gift of being able to surprise , to feint right and go left, to pass when he was expected to dribble, to shoot and catch the goalkeeper unawares.","['when', 'and', 'so']"
But his choice of destination is the biggest surprise of all.,['but']
"Edus deal expires next summer and he has been linked with Spanish trio Real Madrid, Barcelona and Valencia.","['and', 'next']"
He told BBC Sport: Im not sure if I want to stay or not because the club have let the situation go on this far.,"['because', 'or']"
If they had really wanted to sign they should have come up with an offer six months before indicating they wanted to sign me and thats made me think,"['and', 'before']"
Edus brother and representative Amadeo Fensao has previously said that Arsenals current offer to the midfielder was well short of what he was seeking.,"['and', 'previously']"
"And Edu, 26, added: My brother is due to come to London on Thursday.",['and']
There is a meeting planned for 6 or 7 January to sort it out with Arsenal.,['or']
Now I have a choice to stay or go.,['or']
"I want to sort it out as soon as possible, thats in the best interests of both the club and myself.","['as soon as', 'as', 'and']"
Im going to make my decision after the meeting later this week,"['after', 'later']"
Edu is now able to begin negotiations with other clubs because Fifa regulations allow players to start talks six months before their contracts expire.,"['because', 'before']"
"Edu said: Ive just heard stories from the news that the Madrid president Florentino Perez, the Valencia people, as well as Barcelona are interested.","['as', 'as well']"
"Thats nice, but Ive never talked to them, so I cant say they want me sign 100%","['but', 'so']"
Last month Wenger said he we was hopeful Edu would sign a new deal and played down suggestions that the lure of a club like Real Madrid would be too strong for Edu.,['and']
"I still have a good relationship with Arsene Wenger , hes always said he wants me to sign",['still']
The worst kept secret in Scottish football was revealed on Thursday when Walter Smith was named as the new national manager.,"['as', 'when']"
"From the moment Berti Vogts miserable tenure in charge of Scotland ended, the former Rangers and Everton boss has been the overwhelming favourite for the post.",['and']
"The 56,year,old takes over at a time when the national side is in the doldrums.",['when']
"Scotland have not reached a major finals since the World Cup in 1998 and reaching Germany 2006 looks near impossible, having picked up just two points from the opening three games in the qualifying race.","['and', 'since']"
"And the Fifa rankings see Scotland listed at an all time low of 77th, below the likes of Estonia, Ghana, Angola and Thailand.",['and']
"Scotland are not blessed with quality players with experience at the top level, so Smith will have to get the best out of meagre resources.",['so']
Smiths track record make impressive reading and he is widely respected within the game.,['and']
The man who was Alex Fergusons assistant when Scotland played at the 1986 World Cup won seven league titles with Rangers.,['when']
"And his appointment has been widely endorsed by many of the games top names, including Ferguson and Graeme Souness, who took him to Ibrox as his assistant in 1986.","['as', 'and']"
"Characters like Souness, Ferguson and current Ibrox manager Alex McLeish all cite Smiths experience and his expansive knowledge of the Scottish game.",['and']
Much was made of Vogts inability to express himself to the players and media.,['and']
"The former Dundee United and Dumbarton full,back is from the managerial old school , straight talking and never slow to let players know when he expects better .","['when', 'and']"
"But it should be remembered Vogts came to Scotland with an impressive curriculum vitae , a World Cup winner as a player and a European Championships winner as a manager.","['but', 'as', 'and']"
"And it remains to be seen if Smith will experience the rash of call,offs that blighted so much of Vogts preparation work.","['and', 'so']"
A fresh start for the Scottish national team was imperative and Smith is widely regarded as a safe pair of hands.,"['as', 'and']"
But will a safe pair of hands be enough when the adroit hands of a magician might be required.,"['but', 'when']"
Jansen suffers a further setback  Blackburn striker Matt Jansen faces three weeks out after surgery to treat a cartilage problem.,"['further', 'after']"
But central defender Lorenzo Amoruso is moving closer to fitness following a knee operation.,['but']
"Lorenzo is also jogging for the first time, along with kicking a ball.",['also']
Jansens career has been dogged by injury since a freak scooter accident two years ago.,['since']
"He returned to first,team action soon after Mark Hughes appointment as Blackburn boss and marked it with a goal against Portsmouth in his first appearance of the season.","['as', 'and', 'after']"
"Bowen added: Im guessing, but I reckon maybe two to three weeks before he is back in action completely","['but', 'before']"
Bowen said: Theres still some scar tissue present so it will be some weeks.,"['still', 'so']"
Early in the second half Wayne Carlisles cross was met by Scott and he blasted the ball home from just outside the penalty area.,['and']
"As Orient chased a second, Mansfield had to clear Alan Whites header off the line and Kevin Pilkington saved well from Michael Simpson.","['as', 'and']"
"Zambia confident and cautious  Zambias technical director, Kalusha Bwalya is confident and cautious ahead of the Cosafa Cup final against Angola on Saturday in Lusaka.",['and']
However Bwalya warned his side not to be too complacent.,['however']
I dont want my team to be too comfortable or too sure of victory as it is going to be a difficult game.,"['as', 'or']"
For me the main aim of the game is to enjoy and to win,['and']
"However the 41 year,old Bwalya, who became the oldest player to appear in the competition when he played and scored against Mauritius, is uncertain whether he will take to the field or not.","['however', 'when', 'and', 'or']"
The Chipolopolo fans however are not being so cautious with a victory concert already scheduled for after the match featuring some of the countrys top musicians.,"['however', 'so', 'after']"
"Both sides are hoping to win the competition for a record third time, and so keep the trophy for good.","['and', 'so']"
The Chipolopolo won the first two editions of the regional tournament for Southern African nations in 1997 and 1998.,['and']
"That victory for Angola also marked a first defeat in 14 years for Zambia at Lusakas Independence stadium, where Saturdays game is being played.",['also']
"Reaction from Spanish press  Englands 1,0 defeat to Spain on Wednesday dominated the back and front pages of the countrys press on Thursday.",['and']
"Controversy was in no short supply, with racist abuse of Englands black players, Wayne Rooneys petulance and Englands inept performance.",['and']
"But AS does cover the English reaction to the pre,match comments from Spain coach Luis Aragones, who highlighted Britains colonial past when probed about his own remarks regarding Thierry Henry in October.","['but', 'when']"
"Journalist Guillem Balague writes: In our country, where multi,culturalism is a new thing, we are in nappies dealing with these things, and have a naivety which makes the English nervous",['and']
"Marca refers in passing to the booing of Englands black players , but only after referring to the cheers of ole which greeted the long periods of Spanish possession.","['but', 'after']"
"Aragones no comment to questions about racism after the match is also highlighted, as Marca focuses on the Spanish coachs praise for his players.","['as', 'also', 'after']"
This hasnt happened in the Spanish league and Spain for many years,['and']
So you  should ask yourselves what you have done to contribute to all this,['so']
"And Spanish daily ABC accuses English reporters of launching a witch,hunt against Aragones.",['and']
Perhaps it was because their team had played so poorly and they wanted to divert attention towards this muddled issue,"['and', 'so', 'because']"
"Yet Rooney is seen only as the worst example of many England miscreants, with Gary Neville criticised for continuing the feud between Manchester United and Arsenal for his tackles on Jose Reyes.","['yet', 'as', 'and']"
"Ashley Coles treatment of Joaquin, and a Frank Lampard foul on Reyes are also lambasted for their ugliness","['and', 'also']"
"Marcas headline says it all: Wayne Rooney se volvi&243, loco en el Bernab&233,u  Rooneys display alarms the writer, in particular three chilling fouls on Joaquin, Casillas and Marchena, which could well have left them in the infirmary","['and', 'in particular']"
"And like AS, Marca criticises Gary Neville for leaving a message on Reyes ankle to remind him of the Manchester United,Arsenal clash this month.",['and']
"Spains first,half performance is showered with praise, with Xavi singled out as the biggest star.",['as']
"More plaudits are given to the home team, with Jaime Vargas lauding the manner in which Spain dominated England with order and quality",['and']
The paper adds: The bad thing about Spain v England was that it lasted only 65 minutes after which a succession of changes prevented any real competition,['after']
"Vargas does not mention Englands two Galacticos, simply adding in a PS: I have not forgotten to speak of Beckham and Owen.",['and']
"But, given the conditions and the standard of the Croatian team, we should be very happy with the win","['but', 'and']"
The Republic side kept a clean sheet for the eighth time in 11 matches and are unbeaten in 14 home games since Kerr succeeded Mick McCarthy.,"['and', 'since']"
Robbie might have scuffed it a little but it was a good goal.,['but']
I always try to be sniffing around because you know nine times out of 10 Duffer is going to get it in the box.,['because']
"Brian Kerr wanted to try it out and it was good to see young Stephen Elliott getting a run,out.",['and']
The conditions were difficult but he did well and is definitely one for the future.,"['but', 'and']"
"Man,of,the,match Duff explained what went wrong when he fluffed a chance to make it 2,0 midway through the second half.",['when']
"He opted to bring Steve Finnans cross down and shoot against the bar when a close,range header looked the best option.","['when', 'and']"
I would have headed that every time but I completely lost it in the lights,['but']
I was desperate to get on the scoresheet myself but the result is the important thing.,['but']
We have had a good year and are going nicely in the qualifiers.,['and']
"They have got strength in depth, great players, an outstanding manager in Jose Mourinho and finances no other club in the world can match.",['and']
"All they need to add now is the big prizes which, as we all know, is the most difficult part of all.",['as']
"One thing is certain , they have put themselves in a position to make that leap to success very impressively indeed.",['indeed']
"They beat a very tough Everton at Stamford Bridge, won at Newcastle in the Carling Cup, and then won 4,1 at Fulham, which was a great result given that they had been showing good form.","['then', 'and']"
"As I said, winning the major honours is the hardest task of all, but in Mourinho they have a manager who will make it a whole lot easier to handle the anticipation and expectation that will come their way now.","['but', 'as', 'and']"
"Mourinho has won the biggest club prize of all, the Champions League, and that track record and confidence transmits itself to top players.",['and']
"He is regarded as a touch arrogant by some people, and maybe he can appear that way, but he has the silverware to back up the talk.","['but', 'as', 'and']"
"Mourinho doesnt simply talk a good game , hes won some very big games such as the Champions League final with Porto.",['as']
"Some may criticise his talk, but the words are backed up with actions.",['but']
Ive also found him to be very realistic whenever Ive heard him.,['also']
"Hes spent a lot of money and it seems to be working, and we should remember lots of managers have spent money and it has not worked.",['and']
"The buys are now integrating, and in Arjen Robben he has the player who is giving them that extra dimension.",['and']
"In the early games he was slaughtered for defensive tactics, and yet he was winning games.","['yet', 'and']"
"You cannot win titles early on in the season, but you can certainly lose them and those points on the board were vital.","['but', 'and']"
"I also thought the criticism was very harsh, because even though they were not scoring goals they were creating chances by the hatful.","['though', 'also', 'because']"
"Now they are taking those chances, have the double threat of Robben and Damien Duff, and things are looking good.",['and']
