,sentence1,sentence2,label
1958,"If the squirrel is not quiet, then the lion is tiny.","If it is quiet, then it will be not the squirrel.",1
1959,"If the squirrel is not quiet, then the lion is tiny.","If it is not the squirrel, then it will be not quiet. ",0
1960,"If the squirrel is round, then the mouse is dull.","If it is not round, then it will be not the squirrel.",1
1961,"If the squirrel is round, then the mouse is dull.","If it is not the squirrel, then it will be round. ",0
1962,"If the squirrel is not round, then the dog is huge.","If it is round, then it will be not the squirrel.",1
1963,"If the squirrel is not round, then the dog is huge.","If it is not round, then it will be the squirrel. ",0
1964,"If the squirrel is nice, then the wolf is small.","If it is not nice, then it will be not the squirrel.",1
1965,"If the squirrel is nice, then the wolf is small.","If it is not the squirrel, then it will be nice. ",0
1966,"If the squirrel is not nice, then Anne is cute.","If it is nice, then it will be not the squirrel.",1
1967,"If the squirrel is not nice, then Anne is cute.","If it is not nice, then it will be the squirrel. ",0
1968,"If the squirrel is smart, then the leopard is funny.","If it is not smart, then it will be not the squirrel.",1
1969,"If the squirrel is smart, then the leopard is funny.",,0
1970,"If the squirrel is not smart, then Bob is strong.","If it is smart, then it will be not the squirrel.",1
1971,"If the squirrel is not smart, then Bob is strong.","If it is not the squirrel, then it will be not smart. ",0
1972,"If the squirrel is clever, then Anne is not clever.","If it is not clever, then it will be not the squirrel.",1
1973,"If the squirrel is clever, then Anne is not clever.","If it is not the squirrel, then it will be clever. ",0
1974,"If the squirrel is not clever, then Gary is not huge.","If it is clever, then it will be not the squirrel.",1
1975,"If the squirrel is not clever, then Gary is not huge.","If it is not the squirrel, then it will be not clever. ",0
1976,"If the squirrel is dull, then Harry is rough.","If it is not dull, then it will be not the squirrel.",1
1977,"If the squirrel is dull, then Harry is rough.",,0
1978,"If the squirrel is not dull, then the lion is smart.","If it is dull, then it will be not the squirrel.",1
1979,"If the squirrel is not dull, then the lion is smart.","If it is not dull, then it will be the squirrel. ",0
1980,"If the squirrel is rough, then the cat is not cute.","If it is not rough, then it will be not the squirrel.",1
1981,"If the squirrel is rough, then the cat is not cute.","If it is the squirrel, then it will be not rough. ",0
1982,"If the squirrel is not rough, then the bald eagle is not fierce.","If it is rough, then it will be not the squirrel.",1
1983,"If the squirrel is not rough, then the bald eagle is not fierce.","If it is the squirrel, then it will be rough. ",0
1984,"If the squirrel is lazy, then the bald eagle is slow.","If it is not lazy, then it will be not the squirrel.",1
1985,"If the squirrel is lazy, then the bald eagle is slow.",,0
1986,"If the squirrel is slow, then Bob is kind.","If it is not slow, then it will be not the squirrel.",1
1987,"If the squirrel is slow, then Bob is kind.","If it is the squirrel, then it will be not slow. ",0
1988,"If the squirrel is not slow, then the rabbit is furry.","If it is slow, then it will be not the squirrel.",1
1989,"If the squirrel is not slow, then the rabbit is furry.","If it is not the squirrel, then it will be not slow. ",0
1990,"If the squirrel is sleepy, then Harry is not awful.","If it is not sleepy, then it will be not the squirrel.",1
1991,"If the squirrel is sleepy, then Harry is not awful.","If it is the squirrel, then it will be not sleepy. ",0
1992,"If the squirrel is not sleepy, then the bald eagle is not small.","If it is sleepy, then it will be not the squirrel.",1
1993,"If the squirrel is not sleepy, then the bald eagle is not small.",,0
1994,"If the squirrel is boring, then the tiger is not strong.","If it is not boring, then it will be not the squirrel.",1
1995,"If the squirrel is boring, then the tiger is not strong.","If it is boring, then it will be the squirrel. ",0
1996,"If the squirrel is not boring, then Harry is not small.","If it is boring, then it will be not the squirrel.",1
1997,"If the squirrel is not boring, then Harry is not small.","If it is not the squirrel, then it will be not boring. ",0
1998,"If the squirrel is tired, then the dog is not angry.","If it is not tired, then it will be not the squirrel.",1
1999,"If the squirrel is tired, then the dog is not angry.","If it is the squirrel, then it will be not tired. ",0
2000,"If the squirrel is not tired, then Charlie is dull.","If it is tired, then it will be not the squirrel.",1
2001,"If the squirrel is not tired, then Charlie is dull.","If it is not tired, then it will be the squirrel. ",0
2002,"If the squirrel is reckless, then the bald eagle is not little.","If it is not reckless, then it will be not the squirrel.",1
2003,"If the squirrel is reckless, then the bald eagle is not little.","If it is not the squirrel, then it will be reckless. ",0
2004,"If the squirrel is furry, then the wolf is not clever.","If it is not furry, then it will be not the squirrel.",1
2005,"If the squirrel is furry, then the wolf is not clever.",,0
2006,"If the squirrel is not furry, then Fiona is horrible.","If it is furry, then it will be not the squirrel.",1
2007,"If the squirrel is not furry, then Fiona is horrible.",,0
2008,"If the squirrel is small, then Fiona is not quiet.","If it is not small, then it will be not the squirrel.",1
2009,"If the squirrel is small, then Fiona is not quiet.","If it is the squirrel, then it will be not small. ",0
2010,"If the squirrel is cute, then the lion is not wealthy.","If it is not cute, then it will be not the squirrel.",1
2011,"If the squirrel is cute, then the lion is not wealthy.","If it is cute, then it will be the squirrel. ",0
2012,"If the squirrel is not cute, then Alan is poor.","If it is cute, then it will be not the squirrel.",1
2013,"If the squirrel is not cute, then Alan is poor.",,0
2014,"If the squirrel is lovely, then the bear is round.","If it is not lovely, then it will be not the squirrel.",1
2015,"If the squirrel is lovely, then the bear is round.","If it is lovely, then it will be the squirrel. ",0
2016,"If the squirrel is not lovely, then Harry is not poor.","If it is lovely, then it will be not the squirrel.",1
2017,"If the squirrel is not lovely, then Harry is not poor.",,0
2018,"If the squirrel is beautiful, then the dog is smart.","If it is not beautiful, then it will be not the squirrel.",1
2019,"If the squirrel is beautiful, then the dog is smart.","If it is the squirrel, then it will be not beautiful. ",0
2020,"If the squirrel is not beautiful, then the mouse is not angry.","If it is beautiful, then it will be not the squirrel.",1
2021,"If the squirrel is not beautiful, then the mouse is not angry.","If it is not beautiful, then it will be the squirrel. ",0
2022,"If the squirrel is funny, then the leopard is clever.","If it is not funny, then it will be not the squirrel.",1
2023,"If the squirrel is funny, then the leopard is clever.",,0
2024,"If the squirrel is not funny, then the rabbit is kind.","If it is funny, then it will be not the squirrel.",1
2025,"If the squirrel is not funny, then the rabbit is kind.",,0
2026,"If the squirrel is big, then Harry is not awful.","If it is not big, then it will be not the squirrel.",1
2027,"If the squirrel is big, then Harry is not awful.","If it is not the squirrel, then it will be big. ",0
2028,"If the squirrel is strong, then the lion is poor.","If it is not strong, then it will be not the squirrel.",1
2029,"If the squirrel is strong, then the lion is poor.","If it is the squirrel, then it will be not strong. ",0
2030,"If the squirrel is not strong, then the squirrel is clever.","If it is strong, then it will be not the squirrel.",1
2031,"If the squirrel is not strong, then the squirrel is clever.","If it is not strong, then it will be the squirrel. ",0
2032,"If the squirrel is awful, then Bob is high.","If it is not awful, then it will be not the squirrel.",1
2033,"If the squirrel is awful, then Bob is high.","If it is awful, then it will be the squirrel. ",0
2034,"If the squirrel is not awful, then the rabbit is lazy.","If it is awful, then it will be not the squirrel.",1
2035,"If the squirrel is not awful, then the rabbit is lazy.",,0
2036,"If the squirrel is fierce, then the lion is dull.","If it is not fierce, then it will be not the squirrel.",1
2037,"If the squirrel is fierce, then the lion is dull.","If it is fierce, then it will be the squirrel. ",0
2038,"If the squirrel is not fierce, then the dog is not boring.","If it is fierce, then it will be not the squirrel.",1
2039,"If the squirrel is not fierce, then the dog is not boring.","If it is not fierce, then it will be the squirrel. ",0
2040,"If the squirrel is not heavy, then the squirrel is not funny.","If it is heavy, then it will be not the squirrel.",1
2041,"If the squirrel is not heavy, then the squirrel is not funny.",,0
2042,"If the squirrel is horrible, then Fiona is not dull.","If it is not horrible, then it will be not the squirrel.",1
2043,"If the squirrel is horrible, then Fiona is not dull.","If it is horrible, then it will be the squirrel. ",0
2044,"If the squirrel is not horrible, then Fiona is wealthy.","If it is horrible, then it will be not the squirrel.",1
2045,"If the squirrel is not horrible, then Fiona is wealthy.","If it is the squirrel, then it will be horrible. ",0
2046,"If the squirrel is powerful, then the crocodile is not strong.","If it is not powerful, then it will be not the squirrel.",1
2047,"If the squirrel is powerful, then the crocodile is not strong.","If it is powerful, then it will be the squirrel. ",0
2048,"If the squirrel is not powerful, then the bald eagle is smart.","If it is powerful, then it will be not the squirrel.",1
2049,"If the squirrel is not powerful, then the bald eagle is smart.","If it is the squirrel, then it will be powerful. ",0
2050,"If the squirrel is angry, then Gary is strong.","If it is not angry, then it will be not the squirrel.",1
2051,"If the squirrel is angry, then Gary is strong.","If it is angry, then it will be the squirrel. ",0
2052,"If the squirrel is not angry, then Bob is not awful.","If it is angry, then it will be not the squirrel.",1
2053,"If the squirrel is not angry, then Bob is not awful.","If it is the squirrel, then it will be angry. ",0
2054,"If the squirrel is high, then the lion is reckless.","If it is not high, then it will be not the squirrel.",1
2055,"If the squirrel is high, then the lion is reckless.","If it is not the squirrel, then it will be high. ",0
2056,"If the squirrel is not high, then the cat is beautiful.","If it is high, then it will be not the squirrel.",1
2057,"If the squirrel is not high, then the cat is beautiful.","If it is not high, then it will be the squirrel. ",0
2058,"If the squirrel is not huge, then Alan is quiet.","If it is huge, then it will be not the squirrel.",1
2059,"If the squirrel is not huge, then Alan is quiet.",,0
2060,"If the squirrel is short, then the squirrel is not little.","If it is not short, then it will be not the squirrel.",1
2061,"If the squirrel is short, then the squirrel is not little.",,0
2062,"If the squirrel is not short, then the tiger is not thin.","If it is short, then it will be not the squirrel.",1
2063,"If the squirrel is not short, then the tiger is not thin.","If it is not short, then it will be the squirrel. ",0
2064,"If the squirrel is thin, then the snake is not rough.","If it is not thin, then it will be not the squirrel.",1
2065,"If the squirrel is thin, then the snake is not rough.","If it is the squirrel, then it will be not thin. ",0
2066,"If the squirrel is not thin, then Erin is not horrible.","If it is thin, then it will be not the squirrel.",1
2067,"If the squirrel is not thin, then Erin is not horrible.",,0
2068,"If the squirrel is little, then the snake is not kind.","If it is, then it will be not the squirrel.",1
2069,"If the squirrel is little, then the snake is not kind.","If it is not the squirrel, then it will be not . ",0
2070,"If the squirrel is not little, then the wolf is not round.","If it is little, then it will be not the squirrel.",1
2071,"If the squirrel is not little, then the wolf is not round.",,0
2072,"If the squirrel is tiny, then Gary is not sad.","If it is not tiny, then it will be not the squirrel.",1
2073,"If the squirrel is tiny, then Gary is not sad.","If it is tiny, then it will be the squirrel. ",0
2074,"If the squirrel is not tiny, then the dinosaur is lovely.","If it is tiny, then it will be not the squirrel.",1
2075,"If the squirrel is not tiny, then the dinosaur is lovely.","If it is not tiny, then it will be the squirrel. ",0
2076,"If the squirrel is wealthy, then the cat is kind.","If it is not wealthy, then it will be not the squirrel.",1
2077,"If the squirrel is wealthy, then the cat is kind.","If it is wealthy, then it will be the squirrel. ",0
2078,"If the squirrel is not wealthy, then Gary is not beautiful.","If it is wealthy, then it will be not the squirrel.",1
2079,"If the squirrel is not wealthy, then Gary is not beautiful.","If it is not wealthy, then it will be the squirrel. ",0
2080,"If the squirrel is poor, then the dog is quiet.","If it is not poor, then it will be not the squirrel.",1
2081,"If the squirrel is poor, then the dog is quiet.","If it is poor, then it will be the squirrel. ",0
2082,"If the squirrel is not poor, then the rabbit is not smart.","If it is poor, then it will be not the squirrel.",1
2083,"If the squirrel is not poor, then the rabbit is not smart.","If it is not the squirrel, then it will be not poor. ",0
2084,"If the squirrel is dull, then Erin is not cute.","If it is not dull, then it will be not the squirrel.",1
2085,"If the squirrel is dull, then Erin is not cute.","If it is the squirrel, then it will be not dull. ",0
2086,"If the squirrel is not dull, then the bear is bad.","If it is dull, then it will be not the squirrel.",1
2087,"If the squirrel is not dull, then the bear is bad.","If it is the squirrel, then it will be dull. ",0
2088,"If the squirrel is rough, then the dinosaur is not wealthy.","If it is not rough, then it will be not the squirrel.",1
2089,"If the squirrel is rough, then the dinosaur is not wealthy.","If it is rough, then it will be the squirrel. ",0
2090,"If the squirrel is not rough, then the dog is thin.","If it is rough, then it will be not the squirrel.",1
2091,"If the squirrel is not rough, then the dog is thin.","If it is not the squirrel, then it will be not rough. ",0
2092,"If the squirrel is bad, then the snake is not awful.","If it is not bad, then it will be not the squirrel.",1
2093,"If the squirrel is bad, then the snake is not awful.",,0
2094,"If the squirrel is not bad, then Gary is fierce.","If it is bad, then it will be not the squirrel.",1
2095,"If the squirrel is not bad, then Gary is fierce.","If it is not the squirrel, then it will be not bad. ",0
2096,"If the squirrel is sad, then Alan is not tired.","If it is not sad, then it will be not the squirrel.",1
2097,"If the squirrel is sad, then Alan is not tired.","If it is sad, then it will be the squirrel. ",0
2098,"If the squirrel is not sad, then Charlie is not awful.","If it is sad, then it will be not the squirrel.",1
2099,"If the squirrel is not sad, then Charlie is not awful.","If it is the squirrel, then it will be sad. ",0
2100,"If Anne is kind, then the leopard is nice.","If it is not kind, then it will be not Anne.",1
2101,"If Anne is kind, then the leopard is nice.","If it is not Anne, then it will be kind. ",0
2102,"If Anne is not kind, then the tiger is not clever.","If it is kind, then it will be not Anne.",1
2103,"If Anne is not kind, then the tiger is not clever.","If it is not Anne, then it will be not kind. ",0
2104,"If Anne is quiet, then Bob is clever.","If it is not quiet, then it will be not Anne.",1
2105,"If Anne is quiet, then Bob is clever.",,0
2106,"If Anne is not quiet, then Harry is reckless.","If it is quiet, then it will be not Anne.",1
2107,"If Anne is not quiet, then Harry is reckless.",,0
2108,"If Anne is round, then Gary is not rough.","If it is not round, then it will be not Anne.",1
2109,"If Anne is round, then Gary is not rough.",,0
2110,"If Anne is not round, then the rabbit is rough.","If it is round, then it will be not Anne.",1
2111,"If Anne is not round, then the rabbit is rough.","If it is not round, then it will be Anne. ",0
2112,"If Anne is nice, then Anne is not dull.","If it is not nice, then it will be not Anne.",1
2113,"If Anne is nice, then Anne is not dull.","If it is Anne, then it will be not nice. ",0
2114,"If Anne is not nice, then Anne is tiny.","If it is nice, then it will be not Anne.",1
2115,"If Anne is not nice, then Anne is tiny.","If it is Anne, then it will be nice. ",0
2116,"If Anne is smart, then Anne is awful.","If it is not smart, then it will be not Anne.",1
2117,"If Anne is smart, then Anne is awful.","If it is smart, then it will be Anne. ",0
2118,"If Anne is not smart, then the rabbit is reckless.","If it is smart, then it will be not Anne.",1
2119,"If Anne is not smart, then the rabbit is reckless.","If it is not smart, then it will be Anne. ",0
2120,"If Anne is clever, then Harry is not heavy.","If it is not clever, then it will be not Anne.",1
2121,"If Anne is clever, then Harry is not heavy.","If it is clever, then it will be Anne. ",0
2122,"If Anne is not clever, then the bear is not lazy.","If it is clever, then it will be not Anne.",1
2123,"If Anne is not clever, then the bear is not lazy.","If it is not clever, then it will be Anne. ",0
2124,"If Anne is dull, then Alan is not tired.","If it is not dull, then it will be not Anne.",1
2125,"If Anne is dull, then Alan is not tired.",,0
2126,"If Anne is not dull, then the rabbit is sleepy.","If it is dull, then it will be not Anne.",1
2127,"If Anne is not dull, then the rabbit is sleepy.",,0
2128,"If Anne is rough, then the leopard is not cute.","If it is not rough, then it will be not Anne.",1
2129,"If Anne is rough, then the leopard is not cute.","If it is not Anne, then it will be rough. ",0
2130,"If Anne is not rough, then the bear is lovely.","If it is rough, then it will be not Anne.",1
2131,"If Anne is not rough, then the bear is lovely.",,0
2132,"If Anne is lazy, then the tiger is boring.","If it is not lazy, then it will be not Anne.",1
2133,"If Anne is lazy, then the tiger is boring.","If it is lazy, then it will be Anne. ",0
2134,"If Anne is not lazy, then Bob is thin.","If it is lazy, then it will be not Anne.",1
2135,"If Anne is not lazy, then Bob is thin.",,0
2136,"If Anne is slow, then the squirrel is horrible.","If it is not slow, then it will be not Anne.",1
2137,"If Anne is slow, then the squirrel is horrible.",,0
2138,"If Anne is not slow, then the bald eagle is awful.","If it is slow, then it will be not Anne.",1
2139,"If Anne is not slow, then the bald eagle is awful.",,0
2140,"If Anne is sleepy, then the squirrel is not poor.","If it is not sleepy, then it will be not Anne.",1
2141,"If Anne is sleepy, then the squirrel is not poor.","If it is not Anne, then it will be sleepy. ",0
2142,"If Anne is not sleepy, then Dave is tiny.","If it is sleepy, then it will be not Anne.",1
2143,"If Anne is not sleepy, then Dave is tiny.","If it is Anne, then it will be sleepy. ",0
2144,"If Anne is boring, then Bob is not round.","If it is not boring, then it will be not Anne.",1
2145,"If Anne is boring, then Bob is not round.","If it is Anne, then it will be not boring. ",0
2146,"If Anne is not boring, then the leopard is not dull.","If it is boring, then it will be not Anne.",1
2147,"If Anne is not boring, then the leopard is not dull.","If it is not boring, then it will be Anne. ",0
2148,"If Anne is tired, then the dinosaur is angry.","If it is not tired, then it will be not Anne.",1
2149,"If Anne is tired, then the dinosaur is angry.",,0
2150,"If Anne is not tired, then Gary is poor.","If it is tired, then it will be not Anne.",1
2151,"If Anne is not tired, then Gary is poor.",,0
2152,"If Anne is not reckless, then Bob is not beautiful.","If it is reckless, then it will be not Anne.",1
2153,"If Anne is not reckless, then Bob is not beautiful.","If it is not reckless, then it will be Anne. ",0
2154,"If Anne is furry, then Bob is quiet.","If it is not furry, then it will be not Anne.",1
2155,"If Anne is furry, then Bob is quiet.",,0
2156,"If Anne is not furry, then the cat is not clever.","If it is furry, then it will be not Anne.",1
2157,"If Anne is not furry, then the cat is not clever.",,0
2158,"If Anne is small, then the rabbit is not dull.","If it is not small, then it will be not Anne.",1
2159,"If Anne is small, then the rabbit is not dull.","If it is Anne, then it will be not small. ",0
2160,"If Anne is not small, then Anne is small.","If it is small, then it will be not Anne.",1
2161,"If Anne is not small, then Anne is small.","If it is not small, then it will be Anne. ",0
2162,"If Anne is cute, then the dinosaur is not sad.","If it is not cute, then it will be not Anne.",1
2163,"If Anne is cute, then the dinosaur is not sad.","If it is cute, then it will be Anne. ",0
2164,"If Anne is not cute, then the dog is high.","If it is cute, then it will be not Anne.",1
2165,"If Anne is not cute, then the dog is high.",,0
2166,"If Anne is lovely, then the dog is not wealthy.","If it is not lovely, then it will be not Anne.",1
2167,"If Anne is lovely, then the dog is not wealthy.",,0
2168,"If Anne is not lovely, then the cat is poor.","If it is lovely, then it will be not Anne.",1
2169,"If Anne is not lovely, then the cat is poor.",,0
2170,"If Anne is beautiful, then Erin is not tiny.","If it is not beautiful, then it will be not Anne.",1
2171,"If Anne is beautiful, then Erin is not tiny.",,0
2172,"If Anne is not beautiful, then Gary is horrible.","If it is beautiful, then it will be not Anne.",1
2173,"If Anne is not beautiful, then Gary is horrible.","If it is Anne, then it will be beautiful. ",0
2174,"If Anne is funny, then Fiona is boring.","If it is not funny, then it will be not Anne.",1
2175,"If Anne is funny, then Fiona is boring.","If it is funny, then it will be Anne. ",0
2176,"If Anne is not funny, then the lion is not boring.","If it is funny, then it will be not Anne.",1
2177,"If Anne is not funny, then the lion is not boring.","If it is not funny, then it will be Anne. ",0
2178,"If Anne is not big, then the rabbit is nice.","If it is big, then it will be not Anne.",1
2179,"If Anne is not big, then the rabbit is nice.","If it is not big, then it will be Anne. ",0
2180,"If Anne is strong, then the bear is powerful.","If it is not strong, then it will be not Anne.",1
2181,"If Anne is strong, then the bear is powerful.","If it is strong, then it will be Anne. ",0
2182,"If Anne is not strong, then the tiger is short.","If it is strong, then it will be not Anne.",1
2183,"If Anne is not strong, then the tiger is short.","If it is not strong, then it will be Anne. ",0
2184,"If Anne is awful, then Dave is furry.","If it is not awful, then it will be not Anne.",1
2185,"If Anne is awful, then Dave is furry.",,0
2186,"If Anne is fierce, then the wolf is clever.","If it is not fierce, then it will be not Anne.",1
2187,"If Anne is fierce, then the wolf is clever.","If it is fierce, then it will be Anne. ",0
2188,"If Anne is not fierce, then the dinosaur is nice.","If it is fierce, then it will be not Anne.",1
2189,"If Anne is not fierce, then the dinosaur is nice.","If it is not Anne, then it will be not fierce. ",0
2190,"If Anne is heavy, then Harry is sad.","If it is not heavy, then it will be not Anne.",1
2191,"If Anne is heavy, then Harry is sad.","If it is heavy, then it will be Anne. ",0
2192,"If Anne is not heavy, then Alan is not dull.","If it is heavy, then it will be not Anne.",1
2193,"If Anne is not heavy, then Alan is not dull.","If it is not heavy, then it will be Anne. ",0
2194,"If Anne is horrible, then Alan is lovely.","If it is not horrible, then it will be not Anne.",1
2195,"If Anne is horrible, then Alan is lovely.","If it is horrible, then it will be Anne. ",0
2196,"If Anne is powerful, then the dinosaur is fierce.","If it is not powerful, then it will be not Anne.",1
2197,"If Anne is powerful, then the dinosaur is fierce.","If it is powerful, then it will be Anne. ",0
2198,"If Anne is not powerful, then the crocodile is dull.","If it is powerful, then it will be not Anne.",1
2199,"If Anne is not powerful, then the crocodile is dull.","If it is Anne, then it will be powerful. ",0
2200,"If Anne is angry, then the bear is rough.","If it is not angry, then it will be not Anne.",1
2201,"If Anne is angry, then the bear is rough.","If it is Anne, then it will be not angry. ",0
2202,"If Anne is not angry, then Fiona is not rough.","If it is angry, then it will be not Anne.",1
2203,"If Anne is not angry, then Fiona is not rough.","If it is not angry, then it will be Anne. ",0
2204,"If Anne is high, then Anne is slow.","If it is not high, then it will be not Anne.",1
2205,"If Anne is high, then Anne is slow.","If it is high, then it will be Anne. ",0
2206,"If Anne is not high, then the dinosaur is not quiet.","If it is high, then it will be not Anne.",1
2207,"If Anne is not high, then the dinosaur is not quiet.","If it is Anne, then it will be high. ",0
2208,"If Anne is huge, then the crocodile is powerful.","If it is not huge, then it will be not Anne.",1
2209,"If Anne is huge, then the crocodile is powerful.","If it is huge, then it will be Anne. ",0
2210,"If Anne is not huge, then the squirrel is not awful.","If it is huge, then it will be not Anne.",1
2211,"If Anne is not huge, then the squirrel is not awful.","If it is not Anne, then it will be not huge. ",0
2212,"If Anne is short, then the bear is nice.","If it is not short, then it will be not Anne.",1
2213,"If Anne is short, then the bear is nice.","If it is short, then it will be Anne. ",0
2214,"If Anne is not short, then Gary is clever.","If it is short, then it will be not Anne.",1
2215,"If Anne is not short, then Gary is clever.","If it is not Anne, then it will be not short. ",0
2216,"If Anne is thin, then Bob is not short.","If it is not thin, then it will be not Anne.",1
2217,"If Anne is thin, then Bob is not short.","If it is thin, then it will be Anne. ",0
2218,"If Anne is not thin, then the cat is not awful.","If it is thin, then it will be not Anne.",1
2219,"If Anne is not thin, then the cat is not awful.","If it is Anne, then it will be thin. ",0
2220,"If Anne is little, then the bald eagle is rough.","If it is, then it will be not Anne.",1
2221,"If Anne is little, then the bald eagle is rough.","If it is Anne, then it will be . ",0
2222,"If Anne is not little, then the snake is not furry.","If it is little, then it will be not Anne.",1
2223,"If Anne is not little, then the snake is not furry.","If it is not little, then it will be Anne. ",0
2224,"If Anne is tiny, then the mouse is thin.","If it is not tiny, then it will be not Anne.",1
2225,"If Anne is tiny, then the mouse is thin.",,0
2226,"If Anne is wealthy, then the squirrel is sleepy.","If it is not wealthy, then it will be not Anne.",1
2227,"If Anne is wealthy, then the squirrel is sleepy.",,0
2228,"If Anne is not wealthy, then Bob is not funny.","If it is wealthy, then it will be not Anne.",1
2229,"If Anne is not wealthy, then Bob is not funny.",,0
2230,"If Anne is poor, then Gary is not dull.","If it is not poor, then it will be not Anne.",1
2231,"If Anne is poor, then Gary is not dull.",,0
2232,"If Anne is not poor, then the rabbit is not strong.","If it is poor, then it will be not Anne.",1
2233,"If Anne is not poor, then the rabbit is not strong.","If it is Anne, then it will be poor. ",0
2234,"If Anne is dull, then Harry is not dull.","If it is not dull, then it will be not Anne.",1
2235,"If Anne is dull, then Harry is not dull.","If it is not Anne, then it will be dull. ",0
2236,"If Anne is not dull, then the squirrel is horrible.","If it is dull, then it will be not Anne.",1
2237,"If Anne is not dull, then the squirrel is horrible.","If it is not dull, then it will be Anne. ",0
2238,"If Anne is rough, then Anne is wealthy.","If it is not rough, then it will be not Anne.",1
2239,"If Anne is rough, then Anne is wealthy.","If it is rough, then it will be Anne. ",0
2240,"If Anne is not rough, then the bear is powerful.","If it is rough, then it will be not Anne.",1
2241,"If Anne is not rough, then the bear is powerful.","If it is not Anne, then it will be not rough. ",0
2242,"If Anne is bad, then the tiger is round.","If it is not bad, then it will be not Anne.",1
2243,"If Anne is bad, then the tiger is round.","If it is Anne, then it will be not bad. ",0
2244,"If Anne is not bad, then the bear is not rough.","If it is bad, then it will be not Anne.",1
2245,"If Anne is not bad, then the bear is not rough.","If it is not bad, then it will be Anne. ",0
2246,"If Anne is sad, then the wolf is not sad.","If it is not sad, then it will be not Anne.",1
2247,"If Anne is sad, then the wolf is not sad.","If it is sad, then it will be Anne. ",0
2248,"If Anne is not sad, then Erin is not tiny.","If it is sad, then it will be not Anne.",1
2249,"If Anne is not sad, then Erin is not tiny.","If it is Anne, then it will be sad. ",0
2250,"If Alan is kind, then the tiger is kind.","If it is not kind, then it will be not Alan.",1
2251,"If Alan is kind, then the tiger is kind.","If it is kind, then it will be Alan. ",0
2252,"If Alan is not kind, then the wolf is not beautiful.","If it is kind, then it will be not Alan.",1
2253,"If Alan is not kind, then the wolf is not beautiful.","If it is not Alan, then it will be not kind. ",0
2254,"If Alan is quiet, then the crocodile is not quiet.","If it is not quiet, then it will be not Alan.",1
2255,"If Alan is quiet, then the crocodile is not quiet.","If it is Alan, then it will be not quiet. ",0
2256,"If Alan is not quiet, then the cat is not tiny.","If it is quiet, then it will be not Alan.",1
2257,"If Alan is not quiet, then the cat is not tiny.","If it is not quiet, then it will be Alan. ",0
2258,"If Alan is round, then the dinosaur is round.","If it is not round, then it will be not Alan.",1
2259,"If Alan is round, then the dinosaur is round.",,0
2260,"If Alan is not round, then the rabbit is angry.","If it is round, then it will be not Alan.",1
2261,"If Alan is not round, then the rabbit is angry.","If it is not round, then it will be Alan. ",0
2262,"If Alan is nice, then Alan is not poor.","If it is not nice, then it will be not Alan.",1
2263,"If Alan is nice, then Alan is not poor.","If it is nice, then it will be Alan. ",0
2264,"If Alan is not nice, then the dog is high.","If it is nice, then it will be not Alan.",1
2265,"If Alan is not nice, then the dog is high.","If it is Alan, then it will be nice. ",0
2266,"If Alan is smart, then the leopard is clever.","If it is not smart, then it will be not Alan.",1
2267,"If Alan is smart, then the leopard is clever.",,0
2268,"If Alan is not smart, then the squirrel is bad.","If it is smart, then it will be not Alan.",1
2269,"If Alan is not smart, then the squirrel is bad.","If it is not smart, then it will be Alan. ",0
2270,"If Alan is clever, then the wolf is cute.","If it is not clever, then it will be not Alan.",1
2271,"If Alan is clever, then the wolf is cute.","If it is clever, then it will be Alan. ",0
2272,"If Alan is not clever, then the cat is not bad.","If it is clever, then it will be not Alan.",1
2273,"If Alan is not clever, then the cat is not bad.","If it is Alan, then it will be clever. ",0
2274,"If Alan is dull, then the bear is round.","If it is not dull, then it will be not Alan.",1
2275,"If Alan is dull, then the bear is round.",,0
2276,"If Alan is not dull, then the squirrel is not reckless.","If it is dull, then it will be not Alan.",1
2277,"If Alan is not dull, then the squirrel is not reckless.",,0
2278,"If Alan is rough, then the bald eagle is not big.","If it is not rough, then it will be not Alan.",1
2279,"If Alan is rough, then the bald eagle is not big.","If it is Alan, then it will be not rough. ",0
2280,"If Alan is not rough, then the leopard is dull.","If it is rough, then it will be not Alan.",1
2281,"If Alan is not rough, then the leopard is dull.",,0
2282,"If Alan is lazy, then the bald eagle is not nice.","If it is not lazy, then it will be not Alan.",1
2283,"If Alan is lazy, then the bald eagle is not nice.",,0
2284,"If Alan is not lazy, then the rabbit is not cute.","If it is lazy, then it will be not Alan.",1
2285,"If Alan is not lazy, then the rabbit is not cute.","If it is not Alan, then it will be not lazy. ",0
2286,"If Alan is slow, then Gary is horrible.","If it is not slow, then it will be not Alan.",1
2287,"If Alan is slow, then Gary is horrible.","If it is Alan, then it will be not slow. ",0
2288,"If Alan is not slow, then Erin is small.","If it is slow, then it will be not Alan.",1
2289,"If Alan is not slow, then Erin is small.","If it is Alan, then it will be slow. ",0
2290,"If Alan is sleepy, then the snake is slow.","If it is not sleepy, then it will be not Alan.",1
2291,"If Alan is sleepy, then the snake is slow.","If it is Alan, then it will be not sleepy. ",0
2292,"If Alan is not sleepy, then Alan is not poor.","If it is sleepy, then it will be not Alan.",1
2293,"If Alan is not sleepy, then Alan is not poor.","If it is not sleepy, then it will be Alan. ",0
2294,"If Alan is boring, then Alan is not funny.","If it is not boring, then it will be not Alan.",1
