sentence1,sentence2,label
the mouse is bad and the crocodile is tired.,"Bad mouse, crocodiles aren't tired.",0
the rabbit is not kind and Erin is sad.,Erin is sad and the bunny isn't kind.,1
"If Erin is funny, then the rabbit is not heavy.","If Erin wasn't funny, bunnies wouldn't be heavy.",0
"If Anne is nice, then the leopard is sad.",Anne wasn't nice or the leopard was sad.,1
"If Anne is not angry, then the dinosaur is tiny.","If Anne was angry, the dinosaurs would have been tiny.",0
"If the wolf is tiny, then the snake is quiet.","The snakes were quiet, if not tiny, if not wolf-tiny.",0
the lion is heavy. or the snake is not sleepy,"If the lion wasn't heavy, the snake wouldn't be sleepy.",1
"If the lion is not strong, then the crocodile is not quiet.",Lions are weak or crocodiles are quiet.,0
the cat is not dull and the tiger is not awful.,"Tigers aren't awful, cats aren't dull.",1
"If the bald eagle is wealthy, then the tiger is high.",A bald eagle is not wealthy unless the tiger is high.,1
the bear is strong.,The bear is weak.,0
Dave is not dull or the cat is not furry.,Dave is dull or the cat isn't furry.,0
"If the wolf is not beautiful, then the squirrel is angry.","If the wolf was beautiful, the squirrel would be angry.",0
"If the crocodile is thin, then Charlie is kind.",Crocodiles aren't thin or Charlie is kind.,1
the leopard is strong and Fiona is not huge.,Fiona isn't huge and the leopard is strong.,1
the tiger is not sleepy and the squirrel is not awful.,"Tigers aren't sleepy, squirrels are awful.",0
"If Dave is huge, then the bald eagle is strong.","If Dave wasn't huge, he'd be a strong bald eagle.",0
the lion is rough and Erin is not wealthy.,"Erin isn't wealthy, and the lion is rough.",1
the mouse is not horrible and the lion is small.,"The mouse wasn't horrible, the lion wasn't small.",0
"If the crocodile is not tiny, then the bear is boring.",Crocodiles aren't tiny or bears boresome.,0
Anne is not huge and the squirrel is not round.,Anne isn't huge and the squirrels are round.,0
"If the cat is reckless, then Bob is not rough.",Bob wouldn't be rough without a cat being reckless.,0
"If Fiona is horrible, then the rabbit is not dull.",Fiona isn't horrible if the bunny is dull.,1
"If the bear is not furry, then Erin is round.","The bear is furry or round, Erin.",1
"If the mouse is thin, then Bob is big.",The mouse isn't thin or big Bob.,1
the leopard is not fierce and Bob is sleepy.,"The leopard isn't fierce, and Bob isn't sleepy.",0
"If the mouse is not strong, then the mouse is not high.",The mouse is either strong or low.,1
Harry is nice and the crocodile is boring.,Harry is nice and the crocodiles aren't boring.,0
"If the cat is not high, then the dog is funny.",-root - cat high - dog funny,1
Bob is not furry and the snake is not strong.,"The snake is not strong, Bob isn't furry.",1
Charlie is not quiet or the squirrel is not poor.,Charlie was quiet or the squirrel was poor.,0
Fiona is not wealthy and Erin is dull.,Erin is dull and Fiona isn't wealthy.,1
"If Erin is not clever, then the dog is not dull.",Erin isn't clever or the dog is dull.,0
Erin is not awful or the dinosaur is not dull.,Erin is awful or the dinosaurs are dull.,0
"If the cat is not lazy, then Dave is not huge.",Dave isn't huge if the cat is lazy.,0
"If Gary is not wealthy, then the wolf is tiny.",Gary is wealthy or a tiny wolf.,1
"If Gary is wealthy, then the squirrel is boring.",Gary is wealthy or the squirrel is boring.,0
the crocodile is powerful.,Crocodiles are powerless.,0
the mouse is tired and the dog is not big.,The mouse is tired and the dog big.,0
the dog is slow. or Dave is not thin,"Slow dog, or thin Dave.",0
the snake is smart and the squirrel is horrible.,The snake is smart and the squirrel isn't horrible.,0
the crocodile is not beautiful and Erin is not beautiful.,"Crocodiles aren't beautiful, Erin is.",0
"If Alan is powerful, then the bald eagle is slow.","If Alan wasn't powerful, the bald eagle would have been slow.",0
"If the leopard is fierce, then the crocodile is not strong.",The leopard isn't fierce or the crocodile isn't strong.,1
Anne is not tiny and the wolf is not small.,"Not a small wolf, Anne is not tiny.",1
"If the bald eagle is not tired, then Alan is not lovely.",bald eagle tired or Alan unbeautiful,1
"If the leopard is not slow, then the squirrel is not lovely.","If the leopard slows down, the squirrel won't be lovely.",0
the bear is quiet and the dog is not nice.,The dog was not nice and the bear was quiet.,1
Erin is sleepy or Alan is not nice.,Alan wouldn't be nice if Erin wasn't sleepy.,1
"If Charlie is clever, then the dog is not sad.",Charlie isn't clever or sad about the dog.,1
the bald eagle is furry and the dog is furry.,"The dog is furry, the bald eagle is furry.",1
"If the rabbit is round, then the dinosaur is clever.",a round rabbit or a clever dinosaur,0
"If the crocodile is not boring, then the crocodile is dull.",Crocodiles are dull if bored.,0
Harry is powerful.,Harry isn't powerless.,1
Fiona is not powerful or the snake is not clever.,Fiona is powerful or the snake isn't clever.,0
Fiona is reckless. or the lion is not strong,Fiona was reckless or a strong lion.,0
the tiger is not furry and the squirrel is not lazy.,"Tigers aren't furry, squirrels are lazy.",0
"If the crocodile is slow, then Harry is kind.",Crocodiles aren't slow or Harry is kind.,1
Erin is horrible. or Bob is not boring,Erin was horrible or Bob bore.,0
the dog is bad or the tiger is beautiful.,Tigers are beautiful if dogs aren't bad.,1
"If the dog is nice, then Fiona is sleepy.","No, the dog isn't nice or Fiona is sleepy.",1
"If the snake is not beautiful, then the squirrel is sleepy.","If the snake was beautiful, the squirrel would be sleepy.",0
Erin is not tired and Alan is not dull.,Erin isn't tired and Alan is dull.,0
"If the leopard is not quiet, then Gary is not bad.",Gary isn't bad if the leopard is quiet.,0
Alan is wealthy and Erin is furry.,Erin is furry and Alan is wealthy.,1
"If Charlie is not slow, then the lion is heavy.","If Charlie is slow, the Lion is heavy.",0
"If Charlie is kind, then the lion is rough.",Charlie isn't kind to lions if they're not rough.,1
"If Charlie is reckless, then Erin is not poor.",Charlie isn't reckless or Erin is poor.,0
"If Charlie is rough, then the tiger is boring.",Charlie isn't rough or the Tiger is boring.,1
"If the bear is huge, then the dinosaur is short.",The bear is huge or dinosaur short.,0
"If the cat is sleepy, then the squirrel is furry.","If the cat isn't sleeping, squirrels are furry.",0
Dave is smart and Dave is not awful.,Dave isn't awful and smart.,1
Charlie is sleepy and the cat is short.,The cat was short and Charlie was sleepy.,1
the crocodile is dull. or the leopard is not lovely,"If the crocodiles weren't dull, the leopards wouldn't be lovely.",1
Gary is horrible. or the lion is not lovely,Gary was horrible or the Lion was lovely.,0
"If Bob is not furry, then Dave is not short.",Bob is furry or Dave isn't short.,1
"If Erin is not strong, then Gary is not short.",Erin isn't strong or Gary isn't short.,0
"If Gary is not dull, then the wolf is not thin.",Gary would be dull if the wolves were thin.,1
"If the leopard is rough, then Harry is sad.","If Harry wasn't sad, the leopard wouldn't be rough.",1
the wolf is bad. or the cat is not bad,Bad for the wolf or the cat.,0
"If Charlie is not strong, then the bald eagle is sad.",Charlie is not strong or the bald eagle is sad.,0
"If Fiona is dull, then Gary is not strong.","If Fiona isn't dull, Gary isn't strong.",0
"If the cat is slow, then the mouse is not slow.",The cat won't be slow if the mouse is slow.,1
"If the dog is not clever, then Gary is boring.",Gary would be boring if the dog was clever.,0
the tiger is clever and the snake is rough.,"Tigers are clever, snakes are rough.",0
the rabbit is wealthy. or the dinosaur is not rough,The rabbit is wealthy or the dinosaur is rough.,0
the bear is not rough or the wolf is not powerful.,Bear rough or wolf invincible,0
the leopard is angry. or the bear is not kind,"If the leopard isn't angry, bears aren't kind.",1
"If Charlie is reckless, then Erin is not poor.",Erin wouldn't be poor if Charlie weren't reckless.,0
Charlie is angry.,Charlie is not unangry.,1
"If Fiona is huge, then Charlie is not slow.",Fiona wasn't huge or Charlie wasn't slow.,1
"If Charlie is not dull, then Anne is not funny.",Charlie is dull or Anne isn't funny.,1
the wolf is little and the cat is not poor.,"Not a poor cat, and a little wolf.",1
"If the crocodile is not tiny, then the bear is boring.","If a crocodile is tiny, bears are bored.",0
"If Fiona is big, then the cat is not dull.",Fiona isn't big or the cat is dull.,0
the dinosaur is wealthy or Erin is not poor.,"If dinosaurs weren't wealthy, Erin wouldn't be poor.",1
the crocodile is tired or the wolf is little.,"If the crocodiles aren't tired, the wolf is little.",1
"If the rabbit is not awful, then Fiona is not strong.",Bunny is awful or Fiona is weak.,1
Gary is not powerful or the bald eagle is not strong.,"Gary is powerful, or a bald eagle is not.",0
the mouse is not furry and Gary is high.,Gary is high and the mouse isn't furry.,1
"If the snake is not dull, then the bear is short.",Bears are short if snakes are dull.,0
the lion is not round or the bear is not wealthy.,Lion round or bear not wealthy.,0
Fiona is strong.,Fiona is not weak.,1
Charlie is beautiful and the mouse is lazy.,"Charlie is beautiful, and the mouse isn't lazy.",0
Fiona is not sleepy and the dinosaur is horrible.,The dinosaurs were horrible and Fiona wasn't sleepy.,1
the bear is short or the lion is little.,Bears are short or lions are little.,0
"If Fiona is not beautiful, then the snake is not clever.",Fiona would be beautiful if the snake was clever.,1
"If the mouse is not heavy, then the bear is dull.",The mouse is heavy or the bear dull.,1
the snake is fierce or the crocodile is huge.,Crocodiles are huge if snakes aren't fierce.,1
"If the dog is not thin, then Harry is smart.",The dog is thin or Harry smart.,1
"If Fiona is boring, then the leopard is not poor.","If the leopard is poor, Fiona won't be bored.",1
"If the leopard is poor, then the squirrel is small.",The leopard isn't poor or the squirrel isn't small.,0
the lion is not rough or Charlie is not poor.,Charlie wouldn't be poor if the Lion was rough.,1
Gary is powerful.,Gary is not powerless.,1
"If the snake is kind, then the tiger is not beautiful.",Snakes are kind or Tigers are ugly.,0
Harry is sleepy or the dinosaur is dull.,Harry is sleepy or the dinosaurs aren't dull.,0
"If Fiona is not big, then the squirrel is not thin.",Fiona is big or the squirrel isn't thin.,1
"If the cat is high, then the squirrel is small.",The cat isn't high or the squirrel is small.,1
"If Dave is not horrible, then the bald eagle is not boring.","If Dave was horrible, he wouldn't be a bore of a bald eagle.",0
"If Charlie is quiet, then the bear is not small.",Charlie wasn't quiet or the bear wasn't small.,1
"If the lion is not sad, then Alan is not furry.",The Lion is sad or Alan isn't furry.,1
Harry is not awful and Bob is tired.,Bob is tired and Harry isn't awful.,1
"If the mouse is not boring, then the bald eagle is not strong.",The mouse is boring or the bald eagle is strong.,0
Alan is huge or the squirrel is sad.,Alan is huge or the squirrel is sad.,0
"If Anne is not strong, then the lion is not round.",Anne is not strong or round like a lion.,0
the tiger is not awful and the dinosaur is not bad.,"The dinosaurs weren't bad, and the tigers weren't awful.",1
"If Anne is rough, then the wolf is reckless.",Anne isn't rough or the wolf is reckless.,1
"If the mouse is not round, then Bob is not big.","If Bob was big, the mouse would have been round.",1
"If Gary is small, then the leopard is strong.",Gary isn't small or strong like a leopard.,1
Bob is poor. or the snake is not thin,Bob is poor or a snake thin.,0
"If the wolf is not quiet, then the leopard is not reckless.",Wolf quiet or leopard reckless?,1
the wolf is lovely. or the dog is not round,"If the wolf isn't lovely, the dog won't be round.",1
"If the squirrel is quiet, then the rabbit is not high.",The squirrels weren't quiet or the rabbits weren't high.,1
"If Dave is not wealthy, then the crocodile is strong.",Dave is wealthy or a crocodile strong.,1
"If the dog is high, then the dog is not bad.",Not high or bad for the dog.,1
the lion is heavy and the snake is not dull.,The snake is dull and the lion is heavy.,1
the bald eagle is dull or the lion is poor.,"If the bald eagles were not dull, the lions would be poor.",1
"If Anne is tiny, then the crocodile is high.","If Anne wasn't tiny, the crocodiles would be high.",0
"If Fiona is not huge, then the dinosaur is small.",Fiona is huge or a dinosaur is not small.,0
"If Anne is not rough, then Fiona is not cute.","If Fiona was cute, Anne would be rough.",1
"If Dave is kind, then Bob is horrible.","If Bob wasn't horrible, Dave wouldn't be kind.",1
the bald eagle is kind. or Charlie is not dull,Banned eagles are kind or Charlie dull.,0
"If the snake is not little, then Harry is angry.",The snake is no little thing or Harry is angry.,0
"If Erin is cute, then Fiona is not nice.","If Fiona was nice, Erin wouldn't be cute.",1
the dog is strong or Charlie is not awful.,Charlie wouldn't be awful without a strong dog.,1
the snake is not angry and the bald eagle is not reckless.,The bald eagle was not reckless and the snake was not angry.,1
the wolf is sleepy and Fiona is not beautiful.,"Fiona isn't beautiful, the wolf is sleepy.",1
"If the bald eagle is horrible, then the wolf is strong.",Bald Eagles are horrible or Wolfes Strong.,0
"If the bald eagle is not furry, then Gary is quiet.","If Gary wasn't quiet, the bald eagle would be furry.",1
the crocodile is not sleepy and the lion is not poor.,"Crocodiles aren't sleepy, and Lions are poor.",0
Gary is not tiny and the squirrel is quiet.,"Gary isn't tiny, and the squirrels aren't quiet.",0
Anne is not little and the wolf is not short.,"The wolves aren't short, and Anne isn't little.",1
"If Alan is not fierce, then the bald eagle is nice.","Alan is fierce, if not nice to a bald eagle.",1
"If the dinosaur is funny, then the squirrel is not nice.",The dinosaurs are funny or the squirrels aren't nice.,0
"If the crocodile is rough, then Fiona is beautiful.",Crocodile roots rough or Fiona beautiful.,0
the mouse is dull and the crocodile is bad.,Crocodiles are bad and mice dull.,1
"If Erin is kind, then the leopard is sad.","If Erin wasn't kind, the leopard would have been sad.",0
"If the bald eagle is not angry, then the dog is funny.","bald eagles aren't angry or funny, the dog is.",0
the tiger is quiet or Fiona is not furry.,Tiger quiet or furry Fiona,0
the snake is cute. or the tiger is not poor,"If the snake isn't cute, the tiger isn't poor.",1
Gary is sad and the leopard is not slow.,The leopard is slow and sad Gary.,1
Erin is not sleepy or the cat is not big.,"If Erin is sleepy, the cat isn't big.",1
the bear is furry or Gary is not kind.,Bears are furry or kind Gary.,0
the leopard is poor. or the snake is not huge,"If the leopard wasn't poor, the snake wouldn't be huge.",1
the leopard is funny. or the squirrel is not horrible,"If the leopard isn't funny, squirrels aren't horrible.",1
"If Fiona is not bad, then Charlie is quiet.",Fiona was bad or Charlie quiet.,1
"If the wolf is not smart, then the lion is clever.",wolf not smart lion clever,0
"If the bear is rough, then the lion is not cute.","If bears aren't rough, the lions won't be cute.",0
Charlie is furry. or Alan is not high,Alan wouldn't be high if Charlie weren't furry.,1
the snake is cute. or the lion is not reckless,"If the snake isn't cute, the lion isn't reckless.",1
"If Fiona is not strong, then the squirrel is heavy.",Fiona is strong or the squirrel isn't heavy.,0
Fiona is not lovely or Erin is not strong.,"Fiona is lovely, or Erin is weak.",0
"If the crocodile is not clever, then Erin is awful.",Erin would be awful if the crocodiles were clever.,0
"If the mouse is nice, then Dave is not dull.",The mouse is nice or Dave is dull.,0
Gary is high. or the bear is not dull,Gary is high or the bear dull.,0
the rabbit is not wealthy and the bear is not dull.,"The rabbit is not wealthy, the bear is dull.",0
the lion is short or the bear is not rough.,Lions are short or bears rough.,0
Alan is not funny or the snake is not powerful.,"Alan is funny, if the snake isn't powerful.",1
Fiona is tiny or the leopard is lazy.,Fiona is tiny or the leopard is lazy.,0
"If the bear is not reckless, then the dinosaur is not quiet.",The bear is not reckless or the dinosaurs quiet.,0
the bald eagle is nice or the squirrel is quiet.,"If the bald eagle wasn't nice, the squirrels would be quiet.",1
the dog is high and Gary is horrible.,The dog was high and Gary wasn't horrible.,0
Charlie is rough. or the cat is not rough,Is Charlie rough or not?,0
the snake is awful or the crocodile is not nice.,Snakes are awful or crocodiles are nice.,0
the squirrel is not furry or the snake is not sad.,"If the squirrel is furry, the snake isn't sad.",1
"If Anne is not little, then the dinosaur is not round.",Anne wasn't little or a round dinosaur.,0
"If Fiona is not reckless, then the bear is sad.",Fiona was reckless or the bear was sad.,1
the wolf is sleepy or Fiona is not beautiful.,Fiona wouldn't be beautiful if the wolves weren't sleepy.,1
"If Alan is not rough, then Charlie is not bad.",Alan isn't rough or Charlie isn't bad.,0
"If the bald eagle is not dull, then Alan is cute.",Bald Eagles are dull or Alan is cute.,1
Bob is angry and the squirrel is not little.,"Bob was angry, and the squirrel was a little.",0
"If the rabbit is lazy, then Charlie is not slow.",Bunny isn't lazy or slow Charlie.,0
the wolf is small or the wolf is lovely.,The Wolf is small or not lovely.,0
the dinosaur is powerful or Gary is angry.,The dinosaurs were not powerful or angry with Gary.,0
"If Gary is thin, then Gary is awful.",Gary isn't thin or awful.,1
"If the tiger is not bad, then the leopard is not wealthy.",Tigers are bad or leopards are not wealthy.,1
"If the bear is lovely, then the bear is bad.",Not lovely or bad for bears.,1
the dinosaur is furry. or Fiona is not nice,The dinosaurs are furry or Fiona is nice.,0
"If the leopard is sleepy, then Bob is rough.","No, the leopard isn't sleepy or Bob rough.",1
the mouse is round or the leopard is kind.,"If the mouse wasn't round, the leopard would have been kind.",1
Gary is nice and the leopard is thin.,The leopard is thin and Gary is nice.,1
Harry is angry.,Harry was unangry.,0
Dave is thin or the mouse is sad.,"If Dave wasn't thin, the mouse would have been sad.",1
the bear is slow or Gary is rough.,The bear is slow or Gary is rough.,0
the dinosaur is not reckless or the squirrel is not short.,"If dinosaurs were reckless, squirrels wouldn't be short.",1
Alan is not huge or the crocodile is not thin.,Alan is huge or the crocodile isn't thin.,0
"If the dinosaur is smart, then the bear is not sad.",The dinosaurs aren't smart or bears are sad.,1
the rabbit is not dull and the mouse is funny.,The mouse is funny and the bunny isn't dull.,1
"If Alan is not wealthy, then the squirrel is poor.",Alan would be wealthy if the squirrel wasn't poor.,1
"If the leopard is bad, then Anne is not tiny.","Not bad for leopards, or Anne tiny.",0
the dinosaur is not tired and the mouse is not funny.,The mouse isn't funny and the dinosaurs aren't tired.,1
"If the wolf is not kind, then Dave is tiny.","If Dave wasn't tiny, the wolves would be kind.",1
"If Alan is not rough, then Harry is not beautiful.",Alan isn't rough or Harry isn't beautiful.,0
"If the lion is fierce, then the dog is high.",Lions aren't fierce or dogs aren't high.,0
"If the snake is not big, then Anne is not bad.",The snake is big or not bad for Anne.,1
"If the lion is not huge, then Erin is not fierce.",The lion is huge or Erin isn't fierce.,1
"If Bob is not strong, then Fiona is bad.","If Fiona wasn't bad, Bob would be strong.",1
"If the bear is not round, then the leopard is clever.",The bear is round or the leopard is clever.,1
"If Erin is clever, then Alan is lovely.",Alan would be lovely without Erin being clever.,0
the bear is cute. or Bob is not dull,"If the bear wasn't cute, Bob wouldn't be dull.",1
"If the leopard is not dull, then the snake is not quiet.",The leopard isn't dull or the snake is quiet.,0
the cat is slow or the snake is not fierce.,The cat is slow or the snake is fierce.,0
"If the bear is rough, then Gary is strong.","Bears are not rough or strong, Gary.",1
Charlie is not lazy or the bald eagle is not funny.,Charlie is lazy or the bald eagle isn't funny.,0
"If the snake is not big, then Anne is not bad.",Anne isn't bad if the snake is big.,0
"If the bald eagle is short, then Alan is not dull.","If Alan is dull, he's not going to be a short bald eagle.",1
"If the dog is dull, then Bob is sleepy.",Bob would be sleepy if the dog wasn't dull.,0
Charlie is thin. or the wolf is not lazy,"If Charlie wasn't thin, the wolf wouldn't be lazy.",1
"If the squirrel is not big, then Anne is not dull.","If the squirrel was big, Anne wouldn't be dull.",0
"If Dave is not furry, then Fiona is not clever.",Dave isn't furry or clever.,0
the crocodile is small and the mouse is powerful.,"The mouse is powerful, and the crocodile is small.",1
"If Harry is strong, then the dinosaur is big.",Harry isn't strong or the dinosaur is big.,1
"If Dave is not lazy, then the lion is not high.","If the Lion was high, Dave would have been lazy.",1
Gary is dull. or Alan is not nice,Gary is dull or Alan is nice.,0
Anne is tiny and the squirrel is not wealthy.,"The squirrel is not wealthy, and Anne is tiny.",1
Erin is sleepy. or the dog is not tired,Erin is sleepy or the dog is tired.,0
the squirrel is not wealthy and the dinosaur is not awful.,"The squirrel isn't wealthy, the dinosaurs are awful.",0
Anne is cute and the tiger is not boring.,"Tigers aren't boring, Anne is cute.",1
the dog is wealthy or Gary is not lovely.,The dog is wealthy or Gary is lovely.,0
the squirrel is not angry or Harry is not angry.,The squirrel is angry or Harry is not.,0
the squirrel is not sad or the tiger is not round.,"If the squirrel is sad, the tiger won't round.",1
the rabbit is high or Bob is funny.,"If the bunny wasn't high, Bob would have been funny.",1
the tiger is not wealthy and the leopard is not lovely.,"Leopards aren't lovely, tigers aren't wealthy.",1
the rabbit is clever or Harry is kind.,Bunny clever or Harry not kind.,0
Anne is rough and the crocodile is fierce.,"Anne was rough, and the crocodiles weren't fierce.",0
the wolf is little and the cat is not poor.,The wolf is little and the cat isn't poor.,0
the snake is not strong and the cat is rough.,The snake is not strong and the cat is not rough.,0
"If Anne is thin, then Bob is not strong.","If Anne wasn't thin, Bob wouldn't be strong.",0
Alan is rough and Harry is wealthy.,Harry is wealthy and Alan is rough.,1
"If the crocodile is not poor, then the tiger is not quiet.","If the Tiger was quiet, the crocodiles would be poor.",1
the crocodile is round or Charlie is reckless.,Charlie isn't rounding crocodiles or reckless.,0
the wolf is strong or the dinosaur is not cute.,Wolf strong or dinosaur cute.,0
the lion is boring or the bald eagle is not tired.,Lions are boring or bald eagles tired.,0
the cat is lazy and the squirrel is not furry.,"The squirrel isn't furry, the cat is lazy.",1
Charlie is fierce. or the dinosaur is not poor,"If Charlie wasn't fierce, the dinosaurs wouldn't be poor.",1
Bob is not powerful and the lion is fierce.,"The Lion is fierce, and Bob is unpowerful.",1
"If Anne is lazy, then Alan is not quiet.",Whether Anne is lazy or Alan is quiet.,0
"If the dinosaur is not little, then Harry is not small.",The dinosaurs were little or Harry small.,0
"If the mouse is clever, then the leopard is not boring.","If the mouse wasn't clever, the leopard wouldn't be bored.",0
the bald eagle is cute. or Bob is not tired,The bald eagle is cute or Bob is tired.,0
the snake is not heavy and the lion is not round.,The lion is not round and the snake is not heavy.,1
Fiona is small and Dave is beautiful.,Fiona is small and Dave isn't beautiful.,0
"If the rabbit is not angry, then Erin is not sleepy.",- Bunny Anger or Erin Sleepy,1
the cat is tiny or the squirrel is thin.,"If the cat wasn't tiny, squirrels would be thin.",1
the squirrel is bad or the lion is thin.,Bad for squirrels or thin for lions.,0
"If Charlie is wealthy, then the tiger is not wealthy.","If a Tiger were wealthy, Charlie wouldn't be wealthy.",1
"If Bob is tired, then the mouse is horrible.",The mouse is horrible if Bob isn't tired.,0
"If the dog is small, then the cat is tired.",The dog is not small unless the cat is tired.,1
the mouse is reckless and the crocodile is not dull.,Crocodiles are dull and mice are reckless.,1
"If Dave is not high, then Charlie is not nice.","If Charlie was nice, Dave would be high.",1
"If Gary is not big, then the dog is not rough.",Gary isn't big or rough with dogs.,0
the rabbit is bad or the squirrel is not bad.,Bad for bunnies or squirrels.,0
"If the lion is nice, then Fiona is not dull.",Fiona isn't dull unless the Lion is nice.,0
the bear is not rough and Gary is lazy.,Gary is lazy and bears are rough.,1
"If the leopard is not angry, then the rabbit is cute.",Angry leopards or cute bunnies.,1
"If the wolf is beautiful, then Bob is awful.",The wolf isn't beautiful or Bob awful.,1
Anne is heavy. or the squirrel is not lovely,Anne is heavy or the squirrel is lovely.,0
the bear is thin. or Bob is not rough,"If the bear isn't thin, Bob won't be rough.",1
the cat is strong. or Alan is not thin,The cat is strong or Alan is thin.,0
the leopard is not tiny or the bald eagle is not little.,The bald eagle isn't little unless the leopard is tiny.,1
the tiger is not strong or Anne is not awful.,Tigers are strong or Anne isn't awful.,0
"If Alan is horrible, then Fiona is not sad.",Alan isn't horrible or Fiona isn't sad.,1
"If Alan is round, then Harry is not angry.",Harry wouldn't be angry if Alan wasn't round.,0
"If the bald eagle is not lovely, then Fiona is boring.","If Fiona wasn't bored, the bald eagle would have been lovely.",1
"If the squirrel is reckless, then Anne is angry.","If the squirrel wasn't reckless, Anne would be angry.",0
Harry is not huge and the leopard is not sad.,"The leopard isn't sad, and Harry isn't huge.",1
"If Gary is quiet, then Bob is not lazy.",Gary isn't quiet or Bob is lazy.,0
the dinosaur is not sad and the snake is not nice.,"Snakes aren't nice, dinosaurs aren't sad.",1
Alan is not round or Gary is not clever.,"If Alan was round, Gary wouldn't have been clever.",1
Alan is powerful or the tiger is not clever.,Alan is powerful or the Tiger is clever.,0
Fiona is tired. or the dog is not big,Fiona is tired or the dog is big.,0
the wolf is wealthy or Alan is small.,Wolf is wealthy or Alan is small.,0
"If the dinosaur is rough, then the dinosaur is smart.","If the dinosaurs weren't rough, they'd be smart.",0
the dog is not lazy and the cat is nice.,"Nice cat, not lazy dog.",1
Charlie is not horrible and the squirrel is horrible.,"Charlie isn't horrible, squirrels aren't horrible.",0
"If the wolf is not smart, then the lion is clever.","If the lion wasn't clever, the wolf would have been smart.",1
the dog is thin and Anne is poor.,Anne is poor and the dogs thin.,1
"If Anne is smart, then Anne is not clever.",Anne isn't clever if she isn't smart.,0
Bob is short. or the dinosaur is not kind,"If Bob wasn't short, the dinosaurs wouldn't be kind.",1
the dog is beautiful and the bear is small.,The bear is small and the dog is beautiful.,1
"If Anne is not funny, then the tiger is not powerful.",Anne isn't funny or the Tiger isn't powerful.,0
the bald eagle is tiny. or Alan is not rough,Alan wouldn't be rough if the bald eagle wasn't tiny.,1
"If the snake is not round, then Erin is not small.",The snake is round or small Erin.,0
Erin is rough and the mouse is bad.,"Erin is rough, not a bad mouse.",0
"If Anne is boring, then the dinosaur is not nice.",Anne wouldn't be boring if the dinosaurs were nice.,1
"If Dave is huge, then the bald eagle is strong.",Dave isn't huge or the bald eagle isn't strong.,0
"If the cat is reckless, then Bob is not rough.",The cat is either reckless or Bob is rough.,0
the dog is short and the squirrel is poor.,The squirrel is poor and the dog short.,1
the bald eagle is strong.,The bald eagle was weak.,0
the lion is furry and Charlie is not lovely.,The lion is furry and Charlie is lovely.,0
"If Alan is not poor, then the cat is not clever.",Alan is poor or the cat isn't clever.,1
"If Dave is funny, then Charlie is not sleepy.",Charlie isn't sleepy if Dave isn't funny.,0
"If Erin is not smart, then the squirrel is not high.","If the squirrel was high, Erin would be smart.",1
"If the lion is not wealthy, then the snake is thin.",Lions are wealthy or snakes thin.,1
Fiona is tired. or the rabbit is not nice,Fiona is tired or the bunny is nice.,0
Bob is rough or the mouse is not little.,Bob is rough or the mouse is little.,0
"If the bear is not rough, then Dave is not thin.",Bear rough or Dave thin.,1
the bald eagle is tiny and the wolf is not huge.,"The wolf isn't huge, the bald eagle is tiny.",1
"If Fiona is tiny, then Bob is not quiet.","If Bob was quiet, Fiona wouldn't be tiny.",1
the snake is rough and the mouse is little.,The snake is rough and the mouse isn't little.,0
the rabbit is beautiful and the leopard is not strong.,"The leopard is weak, and the rabbit is beautiful.",1
"If the crocodile is not nice, then the lion is nice.",Lions are nice if crocodiles are nice.,0
the tiger is lazy. or the mouse is not tiny,"If the Tiger isn't lazy, the mouse isn't tiny.",1
Erin is not cute and the crocodile is tired.,Crocodiles get tired and Erin isn't cute.,1
the leopard is heavy or the dinosaur is bad.,Leopards are heavy or dinosaurs are not bad.,0
Alan is not fierce and the leopard is thin.,"Alan isn't fierce, and the leopard isn't thin.",0
Erin is not beautiful or the mouse is not slow.,"Erin is beautiful, or the mouse is slow.",0
the rabbit is angry and the bear is bad.,The bunny is angry and the bear isn't bad.,0
the crocodile is bad and Harry is not rough.,Crocodiles are bad and Harry rough.,0
"If the lion is not strong, then the crocodile is not quiet.",Lions are strong or crocodiles are quiet.,1
"If Bob is not dull, then the squirrel is not wealthy.",Bob is dull or the squirrel is wealthy.,0
the crocodile is dull or the rabbit is nice.,A rabbit is nice if a crocodile isn't dull.,1
Charlie is dull. or Dave is not cute,Dave isn't cute if Charlie isn't dull.,1
the mouse is cute. or the bald eagle is not dull,"If the mouse wasn't cute, the bald eagle wouldn't be dull.",1
Charlie is furry or the crocodile is not reckless.,"If Charlie wasn't furry, the crocodile wouldn't be reckless.",1
"If Erin is not bad, then Bob is not strong.","If Erin is bad, Bob is weak.",0
Erin is not thin and Erin is not angry.,Erin isn't thin and angry.,0
"If Charlie is not big, then the crocodile is not round.",Charlie would be big if the crocodiles were round.,1
the dinosaur is big or the dinosaur is not heavy.,The dinosaurs are big or heavy.,0
"If Erin is not awful, then Anne is not high.",Erin would be awful if Anne was high.,1
"If Harry is not short, then the dinosaur is not clever.","If Harry is short, the dinosaurs aren't clever.",0
"If the wolf is big, then the cat is not rough.",Wolfes are big or cats are rough.,0
Anne is powerful and Gary is not little.,"Anne is powerful, and Gary is little.",0
the tiger is not short and Bob is huge.,Bob is huge and the Tiger isn't short.,1
"If Erin is not tiny, then Gary is big.",Erin is tiny or Gary isn't big.,0
