,Original_Sentence,Parsed_Sentence
3175,"If Gary is not smart, then Charlie is wealthy.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ smart)))))) (, ,) (ADVP (RB then)) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ wealthy))) (. .))"
3176,"If Gary is clever, then the rabbit is awful.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ clever))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ awful))) (. .))"
3177,"If Gary is clever, then the rabbit is awful.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ clever))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ awful))) (. .))"
3178,"If Gary is not clever, then the lion is funny.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ clever)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ funny))) (. .))"
3179,"If Gary is not clever, then the lion is funny.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ clever)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ funny))) (. .))"
3180,"If Gary is dull, then Erin is not bad.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ bad))) (. .))"
3181,"If Gary is dull, then Erin is not bad.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ bad))) (. .))"
3182,"If Gary is not dull, then the rabbit is not nice.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ nice))) (. .))"
3183,"If Gary is not dull, then the rabbit is not nice.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ nice))) (. .))"
3184,"If Gary is rough, then the lion is dull.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
3185,"If Gary is rough, then the lion is dull.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
3186,"If Gary is not rough, then Gary is not huge.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ rough)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ huge))) (. .))"
3187,"If Gary is not rough, then Gary is not huge.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ rough)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ huge))) (. .))"
3188,"If Gary is lazy, then the mouse is not lovely.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ lazy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ lovely))) (. .))"
3189,"If Gary is not lazy, then Bob is round.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ lazy)))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ round))) (. .))"
3190,"If Gary is not lazy, then Bob is round.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ lazy)))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ round))) (. .))"
3191,"If Gary is slow, then the bald eagle is reckless.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ slow))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ reckless))) (. .))"
3192,"If Gary is slow, then the bald eagle is reckless.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ slow))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ reckless))) (. .))"
3193,"If Gary is not slow, then the cat is not beautiful.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ slow))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful))) (. .))"
3194,"If Gary is not slow, then the cat is not beautiful.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ slow))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful))) (. .))"
3195,"If Gary is sleepy, then Bob is funny.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ sleepy))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ funny))) (. .))"
3196,"If Gary is sleepy, then Bob is funny.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ sleepy))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ funny))) (. .))"
3197,"If Gary is not sleepy, then the wolf is not slow.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ sleepy)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ slow))) (. .))"
3198,"If Gary is not sleepy, then the wolf is not slow.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ sleepy)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ slow))) (. .))"
3199,"If Gary is boring, then the snake is not boring.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ boring))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ boring))) (. .))"
3200,"If Gary is boring, then the snake is not boring.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ boring))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ boring))) (. .))"
3201,"If Gary is not boring, then Fiona is not high.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ boring)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ high))) (. .))"
3202,"If Gary is not boring, then Fiona is not high.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ boring)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ high))) (. .))"
3203,"If Gary is tired, then the leopard is not lazy.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ tired))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ lazy))) (. .))"
3204,"If Gary is tired, then the leopard is not lazy.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ tired))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ lazy))) (. .))"
3205,"If Gary is not tired, then Anne is not little.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tired)))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (RB not) (NP (JJ little))) (. .))"
3206,"If Gary is not tired, then Anne is not little.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tired)))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (RB not) (NP (JJ little))) (. .))"
3207,"If Gary is reckless, then the snake is not beautiful.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ reckless))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful))) (. .))"
3208,"If Gary is reckless, then the snake is not beautiful.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ reckless))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful))) (. .))"
3209,"If Gary is not reckless, then the lion is lovely.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ reckless))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ lovely))) (. .))"
3210,"If Gary is furry, then Gary is not dull.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ furry))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))"
3211,"If Gary is furry, then Gary is not dull.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ furry))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))"
3212,"If Gary is not furry, then the bald eagle is clever.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ furry)))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ clever))) (. .))"
3213,"If Gary is not furry, then the bald eagle is clever.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ furry)))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ clever))) (. .))"
3214,"If Gary is small, then the bear is sad.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ small))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ sad))) (. .))"
3215,"If Gary is small, then the bear is sad.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ small))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ sad))) (. .))"
3216,"If Gary is not small, then the dinosaur is not bad.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ small)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ bad))) (. .))"
3217,"If Gary is not small, then the dinosaur is not bad.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ small)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ bad))) (. .))"
3218,"If Gary is cute, then the rabbit is clever.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ cute))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ clever))) (. .))"
3219,"If Gary is cute, then the rabbit is clever.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ cute))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ clever))) (. .))"
3220,"If Gary is not cute, then the squirrel is dull.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ cute)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
3221,"If Gary is not cute, then the squirrel is dull.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ cute)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
3222,"If Gary is lovely, then the leopard is strong.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ lovely))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ strong))) (. .))"
3223,"If Gary is lovely, then the leopard is strong.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ lovely))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ strong))) (. .))"
3224,"If Gary is not lovely, then Anne is dull.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ lovely)))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
3225,"If Gary is not lovely, then Anne is dull.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ lovely)))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
3226,"If Gary is beautiful, then Harry is not small.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ beautiful))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ small))) (. .))"
3227,"If Gary is beautiful, then Harry is not small.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ beautiful))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ small))) (. .))"
3228,"If Gary is not beautiful, then Dave is not tired.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ beautiful)))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ tired))) (. .))"
3229,"If Gary is not beautiful, then Dave is not tired.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ beautiful)))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ tired))) (. .))"
3230,"If Gary is funny, then the wolf is sad.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ funny))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ sad))) (. .))"
3231,"If Gary is funny, then the wolf is sad.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ funny))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ sad))) (. .))"
3232,"If Gary is not funny, then the squirrel is short.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ funny)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ short))) (. .))"
3233,"If Gary is not funny, then the squirrel is short.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ funny)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ short))) (. .))"
3234,"If Gary is big, then the snake is not bad.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ big))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ bad))) (. .))"
3235,"If Gary is big, then the snake is not bad.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ big))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ bad))) (. .))"
3236,"If Gary is not big, then Bob is big.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ big)))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ big))) (. .))"
3237,"If Gary is strong, then Bob is not round.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ strong))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ round))) (. .))"
3238,"If Gary is strong, then Bob is not round.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ strong))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ round))) (. .))"
3239,"If Gary is not strong, then Erin is not heavy.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ strong)))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ heavy))) (. .))"
3240,"If Gary is not strong, then Erin is not heavy.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ strong)))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ heavy))) (. .))"
3241,"If Gary is awful, then the leopard is not short.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ awful))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ short))) (. .))"
3242,"If Gary is awful, then the leopard is not short.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ awful))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ short))) (. .))"
3243,"If Gary is not awful, then Harry is high.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ awful)))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ high))) (. .))"
3244,"If Gary is not awful, then Harry is high.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ awful)))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ high))) (. .))"
3245,"If Gary is fierce, then the cat is beautiful.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ fierce))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .))"
3246,"If Gary is fierce, then the cat is beautiful.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ fierce))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .))"
3247,"If Gary is not fierce, then the lion is not kind.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ fierce)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (. .))"
3248,"If Gary is not fierce, then the lion is not kind.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ fierce)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (. .))"
3249,"If Gary is heavy, then the snake is sad.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ heavy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ sad))) (. .))"
3250,"If Gary is heavy, then the snake is sad.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ heavy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ sad))) (. .))"
3251,"If Gary is not heavy, then the crocodile is awful.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ heavy)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ awful))) (. .))"
3252,"If Gary is horrible, then the rabbit is thin.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ horrible))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ thin))) (. .))"
3253,"If Gary is horrible, then the rabbit is thin.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ horrible))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ thin))) (. .))"
3254,"If Gary is not horrible, then Harry is small.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ horrible)))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ small))) (. .))"
3255,"If Gary is not horrible, then Harry is small.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ horrible)))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ small))) (. .))"
3256,"If Gary is powerful, then Dave is not thin.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ powerful))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ thin))) (. .))"
3257,"If Gary is powerful, then Dave is not thin.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ powerful))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ thin))) (. .))"
3258,"If Gary is not powerful, then the lion is not heavy.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ powerful)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ heavy))) (. .))"
3259,"If Gary is not powerful, then the lion is not heavy.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ powerful)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ heavy))) (. .))"
3260,"If Gary is angry, then the dinosaur is sleepy.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ angry))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ sleepy))) (. .))"
3261,"If Gary is angry, then the dinosaur is sleepy.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ angry))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ sleepy))) (. .))"
3262,"If Gary is not angry, then the bald eagle is not powerful.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ angry)))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ powerful))) (. .))"
3263,"If Gary is not angry, then the bald eagle is not powerful.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ angry)))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ powerful))) (. .))"
3264,"If Gary is high, then the cat is tired.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ tired))) (. .))"
3265,"If Gary is high, then the cat is tired.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ tired))) (. .))"
3266,"If Gary is not high, then the lion is not kind.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ high)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (. .))"
3267,"If Gary is not high, then the lion is not kind.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ high)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (. .))"
3268,"If Gary is huge, then the mouse is round.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ huge))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ round))) (. .))"
3269,"If Gary is huge, then the mouse is round.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ huge))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ round))) (. .))"
3270,"If Gary is not huge, then Anne is not awful.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ huge)))))) (, ,) (RB then) (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ awful))) (. .))"
3271,"If Gary is short, then Harry is smart.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ short))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ smart))) (. .))"
3272,"If Gary is short, then Harry is smart.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ short))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ smart))) (. .))"
3273,"If Gary is not short, then Dave is dull.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short)))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
