Sentences,Logic-words
"If the bear is short, then the mouse is not smart.","if,then"
"If the bear is not short, then Alan is not cute.","if,then"
"If the bear is thin, then Bob is short.","if,then"
"If the bear is not thin, then the lion is not poor.","if,then"
"If the bear is little, then Gary is not short.","if,then"
"If the bear is not little, then the squirrel is not clever.","if,then"
"If the bear is tiny, then the bald eagle is lovely.","if,then"
"If the bear is not tiny, then the lion is not boring.","if,then"
"If the bear is wealthy, then Bob is quiet.","if,then"
"If the bear is not wealthy, then the dog is not bad.","if,then"
"If the bear is poor, then the cat is little.","if,then"
"If the bear is not poor, then Alan is sleepy.","if,then"
"If the bear is dull, then Harry is not lovely.","if,then"
"If the bear is not dull, then Harry is not horrible.","if,then"
"If the bear is rough, then the bald eagle is horrible.","if,then"
"If the bear is not rough, then the bear is dull.","if,then"
"If the bear is bad, then the mouse is dull.","if,then"
"If the bear is not bad, then the rabbit is not awful.","if,then"
"If the bear is sad, then Erin is not wealthy.","if,then"
"If the bear is not sad, then the wolf is not tired.","if,then"
"If the lion is kind, then Dave is little.","if,then"
"If the lion is not kind, then Fiona is horrible.","if,then"
"If the lion is quiet, then the leopard is not lovely.","if,then"
"If the lion is not quiet, then the rabbit is not furry.","if,then"
"If the lion is round, then Fiona is not wealthy.","if,then"
"If the lion is not round, then the leopard is smart.","if,then"
"If the lion is nice, then the tiger is not angry.","if,then"
"If the lion is not nice, then Dave is tired.","if,then"
"If the lion is smart, then the mouse is not sad.","if,then"
"If the lion is not smart, then the wolf is not cute.","if,then"
"If the lion is clever, then the tiger is cute.","if,then"
"If the lion is not clever, then Bob is fierce.","if,then"
"If the lion is dull, then the mouse is not strong.","if,then"
"If the lion is not dull, then the bald eagle is awful.","if,then"
"If the lion is rough, then Dave is not kind.","if,then"
"If the lion is not rough, then the dinosaur is thin.","if,then"
"If the lion is lazy, then the dog is nice.","if,then"
"If the lion is not lazy, then the bald eagle is lovely.","if,then"
"If the lion is slow, then Alan is thin.","if,then"
"If the lion is not slow, then the cat is not nice.","if,then"
"If the lion is sleepy, then the crocodile is not bad.","if,then"
"If the lion is not sleepy, then the leopard is little.","if,then"
"If the lion is boring, then the mouse is not rough.","if,then"
"If the lion is not boring, then Anne is not funny.","if,then"
"If the lion is tired, then the dog is sleepy.","if,then"
"If the lion is not tired, then the leopard is boring.","if,then"
"If the lion is reckless, then the crocodile is little.","if,then"
"If the lion is not reckless, then Dave is not bad.","if,then"
"If the lion is furry, then the squirrel is rough.","if,then"
"If the lion is not furry, then the rabbit is not tired.","if,then"
"If the lion is small, then the mouse is huge.","if,then"
"If the lion is not small, then Gary is not nice.","if,then"
"If the lion is cute, then the bald eagle is dull.","if,then"
"If the lion is not cute, then the wolf is not powerful.","if,then"
"If the lion is lovely, then Anne is wealthy.","if,then"
"If the lion is not lovely, then the cat is awful.","if,then"
"If the lion is beautiful, then Gary is not thin.","if,then"
"If the lion is not beautiful, then Charlie is nice.","if,then"
"If the lion is funny, then Harry is lazy.","if,then"
"If the lion is not funny, then the tiger is beautiful.","if,then"
"If the lion is big, then the cat is furry.","if,then"
"If the lion is not big, then the wolf is slow.","if,then"
"If the lion is strong, then Charlie is round.","if,then"
"If the lion is not strong, then the dog is not sleepy.","if,then"
"If the lion is awful, then the dinosaur is not sleepy.","if,then"
"If the lion is not awful, then the rabbit is huge.","if,then"
"If the lion is fierce, then the leopard is not huge.","if,then"
"If the lion is not fierce, then the bald eagle is slow.","if,then"
"If the lion is heavy, then the tiger is round.","if,then"
"If the lion is not heavy, then the snake is angry.","if,then"
"If the lion is horrible, then the snake is reckless.","if,then"
"If the lion is not horrible, then Erin is fierce.","if,then"
"If the lion is powerful, then the cat is not small.","if,then"
"If the lion is not powerful, then the snake is sad.","if,then"
"If the lion is angry, then Charlie is thin.","if,then"
"If the lion is not angry, then the snake is not powerful.","if,then"
"If the lion is high, then the cat is not fierce.","if,then"
"If the lion is not high, then Charlie is sleepy.","if,then"
"If the lion is huge, then the wolf is rough.","if,then"
"If the lion is not huge, then the rabbit is not big.","if,then"
"If the lion is short, then Gary is tiny.","if,then"
"If the lion is not short, then the dinosaur is not nice.","if,then"
"If the lion is thin, then Anne is angry.","if,then"
"If the lion is not thin, then the crocodile is bad.","if,then"
"If the lion is little, then Charlie is not poor.","if,then"
"If the lion is not little, then the cat is slow.","if,then"
"If the lion is tiny, then the bear is not wealthy.","if,then"
"If the lion is not tiny, then Bob is huge.","if,then"
"If the lion is wealthy, then the dinosaur is furry.","if,then"
"If the lion is not wealthy, then Fiona is strong.","if,then"
"If the lion is poor, then the leopard is high.","if,then"
"If the lion is not poor, then Gary is tiny.","if,then"
"If the lion is dull, then Fiona is not wealthy.","if,then"
"If the lion is not dull, then Bob is not tiny.","if,then"
"If the lion is rough, then the snake is not lazy.","if,then"
"If the lion is not rough, then Charlie is not strong.","if,then"
"If the lion is bad, then Fiona is not angry.","if,then"
"If the lion is not bad, then Alan is not smart.","if,then"
"If the lion is sad, then the dog is beautiful.","if,then"
"If the lion is not sad, then Erin is furry.","if,then"
"If the wolf is kind, then the wolf is not dull.","if,then"
"If the wolf is not kind, then the mouse is not dull.","if,then"
"If the wolf is quiet, then the snake is little.","if,then"
"If the wolf is not quiet, then the dinosaur is not poor.","if,then"
"If the wolf is round, then Anne is slow.","if,then"
"If the wolf is not round, then the snake is not slow.","if,then"
"If the wolf is nice, then the tiger is huge.","if,then"
"If the wolf is not nice, then the leopard is boring.","if,then"
"If the wolf is smart, then Erin is not horrible.","if,then"
"If the wolf is not smart, then the squirrel is not cute.","if,then"
"If the wolf is clever, then the bear is wealthy.","if,then"
"If the wolf is not clever, then Gary is lazy.","if,then"
"If the wolf is dull, then the squirrel is not clever.","if,then"
"If the wolf is not dull, then the squirrel is not lovely.","if,then"
"If the wolf is rough, then the cat is not dull.","if,then"
"If the wolf is not rough, then the cat is not funny.","if,then"
"If the wolf is lazy, then Gary is nice.","if,then"
"If the wolf is not lazy, then Gary is quiet.","if,then"
"If the wolf is slow, then Dave is not beautiful.","if,then"
"If the wolf is not slow, then the leopard is bad.","if,then"
"If the wolf is sleepy, then Bob is angry.","if,then"
"If the wolf is not sleepy, then the cat is not dull.","if,then"
"If the wolf is boring, then the bald eagle is not beautiful.","if,then"
"If the wolf is not boring, then the tiger is not huge.","if,then"
"If the wolf is tired, then Harry is horrible.","if,then"
"If the wolf is not tired, then the wolf is not dull.","if,then"
"If the wolf is reckless, then the mouse is not clever.","if,then"
"If the wolf is not reckless, then Bob is not lazy.","if,then"
"If the wolf is furry, then the lion is smart.","if,then"
"If the wolf is not furry, then the leopard is poor.","if,then"
"If the wolf is small, then the snake is sleepy.","if,then"
"If the wolf is not small, then the lion is bad.","if,then"
"If the wolf is cute, then the squirrel is lovely.","if,then"
"If the wolf is not cute, then the tiger is clever.","if,then"
"If the wolf is lovely, then the lion is not big.","if,then"
"If the wolf is not lovely, then the wolf is not poor.","if,then"
"If the wolf is beautiful, then the wolf is slow.","if,then"
"If the wolf is not beautiful, then the rabbit is not kind.","if,then"
"If the wolf is funny, then Bob is not quiet.","if,then"
"If the wolf is not funny, then Harry is not tired.","if,then"
"If the wolf is big, then the dog is not reckless.","if,then"
"If the wolf is not big, then the wolf is lovely.","if,then"
"If the wolf is strong, then the snake is not cute.","if,then"
"If the wolf is not strong, then the cat is not cute.","if,then"
"If the wolf is awful, then the squirrel is quiet.","if,then"
"If the wolf is not awful, then Gary is not round.","if,then"
"If the wolf is fierce, then the lion is angry.","if,then"
"If the wolf is not fierce, then the lion is not dull.","if,then"
"If the wolf is heavy, then the squirrel is not rough.","if,then"
"If the wolf is not heavy, then Harry is bad.","if,then"
"If the wolf is horrible, then Alan is not funny.","if,then"
"If the wolf is not horrible, then Harry is lovely.","if,then"
"If the wolf is powerful, then the wolf is kind.","if,then"
"If the wolf is not powerful, then Dave is not big.","if,then"
"If the wolf is angry, then the crocodile is not little.","if,then"
"If the wolf is not angry, then the wolf is not thin.","if,then"
"If the wolf is high, then the mouse is not small.","if,then"
"If the wolf is not high, then the wolf is slow.","if,then"
"If the wolf is huge, then Erin is horrible.","if,then"
"If the wolf is not huge, then the bald eagle is dull.","if,then"
"If the wolf is short, then the snake is not angry.","if,then"
"If the wolf is not short, then Alan is lazy.","if,then"
"If the wolf is thin, then Fiona is funny.","if,then"
"If the wolf is not thin, then the rabbit is small.","if,then"
"If the wolf is little, then the cat is kind.","if,then"
"If the wolf is not little, then Fiona is not sleepy.","if,then"
"If the wolf is tiny, then the rabbit is furry.","if,then"
"If the wolf is not tiny, then Fiona is not beautiful.","if,then"
"If the wolf is wealthy, then the lion is not bad.","if,then"
"If the wolf is not wealthy, then Dave is not sad.","if,then"
"If the wolf is poor, then Harry is round.","if,then"
"If the wolf is not poor, then the dog is short.","if,then"
"If the wolf is dull, then Harry is wealthy.","if,then"
"If the wolf is not dull, then Bob is not reckless.","if,then"
"If the wolf is rough, then Gary is short.","if,then"
"If the wolf is not rough, then the crocodile is not nice.","if,then"
"If the wolf is bad, then Anne is not wealthy.","if,then"
"If the wolf is not bad, then the snake is not wealthy.","if,then"
"If the wolf is sad, then the rabbit is strong.","if,then"
"If the wolf is not sad, then the bald eagle is not bad.","if,then"
"If the crocodile is kind, then the snake is dull.","if,then"
"If the crocodile is not kind, then Fiona is kind.","if,then"
"If the crocodile is quiet, then Bob is furry.","if,then"
"If the crocodile is not quiet, then Alan is not slow.","if,then"
"If the crocodile is round, then the tiger is not wealthy.","if,then"
"If the crocodile is not round, then the cat is not powerful.","if,then"
"If the crocodile is nice, then Anne is clever.","if,then"
"If the crocodile is not nice, then the bear is not sleepy.","if,then"
"If the crocodile is smart, then the cat is not reckless.","if,then"
"If the crocodile is not smart, then the mouse is boring.","if,then"
"If the crocodile is clever, then the cat is not tired.","if,then"
"If the crocodile is not clever, then Anne is high.","if,then"
"If the crocodile is dull, then the rabbit is not clever.","if,then"
"If the crocodile is not dull, then Harry is reckless.","if,then"
"If the crocodile is rough, then Anne is not small.","if,then"
"If the crocodile is not rough, then the crocodile is tiny.","if,then"
"If the crocodile is lazy, then the bald eagle is not horrible.","if,then"
"If the crocodile is not lazy, then the bald eagle is rough.","if,then"
"If the crocodile is slow, then Erin is not sleepy.","if,then"
"If the crocodile is not slow, then Charlie is sleepy.","if,then"
"If the crocodile is sleepy, then the leopard is not rough.","if,then"
"If the crocodile is not sleepy, then the wolf is high.","if,then"
"If the crocodile is boring, then the lion is not sleepy.","if,then"
"If the crocodile is not boring, then the rabbit is little.","if,then"
"If the crocodile is tired, then Alan is dull.","if,then"
"If the crocodile is not tired, then Gary is not little.","if,then"
"If the crocodile is reckless, then the dinosaur is not big.","if,then"
"If the crocodile is not reckless, then Bob is horrible.","if,then"
"If the crocodile is furry, then the rabbit is not thin.","if,then"
"If the crocodile is not furry, then the bear is dull.","if,then"
"If the crocodile is small, then Fiona is horrible.","if,then"
"If the crocodile is not small, then the leopard is not wealthy.","if,then"
"If the crocodile is cute, then the leopard is not awful.","if,then"
"If the crocodile is not cute, then the wolf is not rough.","if,then"
"If the crocodile is lovely, then the tiger is tiny.","if,then"
"If the crocodile is not lovely, then the wolf is not horrible.","if,then"
"If the crocodile is beautiful, then Dave is not horrible.","if,then"
"If the crocodile is not beautiful, then the snake is little.","if,then"
"If the crocodile is funny, then the lion is rough.","if,then"
"If the crocodile is not funny, then Bob is boring.","if,then"
"If the crocodile is big, then Bob is horrible.","if,then"
"If the crocodile is not big, then the crocodile is powerful.","if,then"
"If the crocodile is strong, then Bob is not rough.","if,then"
"If the crocodile is not strong, then the rabbit is rough.","if,then"
"If the crocodile is awful, then the tiger is not round.","if,then"
"If the crocodile is not awful, then the snake is furry.","if,then"
"If the crocodile is fierce, then the dog is not small.","if,then"
"If the crocodile is not fierce, then the snake is not wealthy.","if,then"
"If the crocodile is heavy, then the bear is nice.","if,then"
"If the crocodile is not heavy, then the dinosaur is not thin.","if,then"
"If the crocodile is horrible, then Alan is small.","if,then"
"If the crocodile is not horrible, then Charlie is not horrible.","if,then"
"If the crocodile is powerful, then Erin is kind.","if,then"
"If the crocodile is not powerful, then the mouse is not horrible.","if,then"
"If the crocodile is angry, then Charlie is not funny.","if,then"
"If the crocodile is not angry, then the dog is nice.","if,then"
"If the crocodile is high, then Harry is not strong.","if,then"
"If the crocodile is not high, then the bear is not round.","if,then"
"If the crocodile is huge, then Fiona is cute.","if,then"
"If the crocodile is not huge, then the leopard is not beautiful.","if,then"
"If the crocodile is short, then the mouse is beautiful.","if,then"
"If the crocodile is not short, then the wolf is not angry.","if,then"
"If the crocodile is thin, then the squirrel is not horrible.","if,then"
"If the crocodile is not thin, then the snake is dull.","if,then"
"If the crocodile is little, then Erin is not bad.","if,then"
"If the crocodile is not little, then the cat is strong.","if,then"
"If the crocodile is tiny, then Bob is slow.","if,then"
"If the crocodile is not tiny, then Fiona is sad.","if,then"
"If the crocodile is wealthy, then Dave is furry.","if,then"
"If the crocodile is not wealthy, then the tiger is huge.","if,then"
"If the crocodile is poor, then the crocodile is furry.","if,then"
"If the crocodile is not poor, then the wolf is not rough.","if,then"
"If the crocodile is dull, then the squirrel is strong.","if,then"
"If the crocodile is not dull, then the wolf is not sleepy.","if,then"
"If the crocodile is rough, then the snake is not strong.","if,then"
"If the crocodile is not rough, then the tiger is slow.","if,then"
"If the crocodile is bad, then the mouse is not slow.","if,then"
"If the crocodile is not bad, then Fiona is not tiny.","if,then"
"If the crocodile is sad, then Bob is not sad.","if,then"
"If the crocodile is not sad, then Dave is heavy.","if,then"
"If the dinosaur is kind, then Charlie is horrible.","if,then"
"If the dinosaur is not kind, then the crocodile is not powerful.","if,then"
"If the dinosaur is quiet, then the bald eagle is not nice.","if,then"
"If the dinosaur is not quiet, then the squirrel is short.","if,then"
"If the dinosaur is round, then the rabbit is kind.","if,then"
"If the dinosaur is not round, then the crocodile is tiny.","if,then"
"If the dinosaur is nice, then the dog is not bad.","if,then"
"If the dinosaur is not nice, then the snake is dull.","if,then"
"If the dinosaur is smart, then the tiger is not clever.","if,then"
"If the dinosaur is not smart, then the tiger is not dull.","if,then"
"If the dinosaur is clever, then the dog is not lazy.","if,then"
"If the dinosaur is not clever, then Harry is tired.","if,then"
"If the dinosaur is dull, then the bear is not rough.","if,then"
"If the dinosaur is not dull, then the bear is not nice.","if,then"
"If the dinosaur is rough, then the snake is nice.","if,then"
"If the dinosaur is not rough, then Erin is lazy.","if,then"
"If the dinosaur is lazy, then Alan is reckless.","if,then"
"If the dinosaur is not lazy, then Dave is lovely.","if,then"
"If the dinosaur is slow, then the bear is sleepy.","if,then"
"If the dinosaur is not slow, then the dog is clever.","if,then"
"If the dinosaur is sleepy, then Anne is thin.","if,then"
"If the dinosaur is not sleepy, then the mouse is horrible.","if,then"
"If the dinosaur is boring, then Fiona is dull.","if,then"
"If the dinosaur is not boring, then Bob is slow.","if,then"
"If the dinosaur is tired, then Harry is not cute.","if,then"
"If the dinosaur is not tired, then the rabbit is not cute.","if,then"
"If the dinosaur is reckless, then the bear is dull.","if,then"
"If the dinosaur is not reckless, then the wolf is lazy.","if,then"
"If the dinosaur is furry, then Dave is not sad.","if,then"
"If the dinosaur is not furry, then the leopard is sleepy.","if,then"
"If the dinosaur is small, then Gary is not sad.","if,then"
"If the dinosaur is not small, then the mouse is huge.","if,then"
"If the dinosaur is cute, then the snake is not horrible.","if,then"
"If the dinosaur is not cute, then Gary is rough.","if,then"
"If the dinosaur is lovely, then Anne is huge.","if,then"
"If the dinosaur is not lovely, then the rabbit is little.","if,then"
"If the dinosaur is beautiful, then the snake is not beautiful.","if,then"
"If the dinosaur is not beautiful, then the rabbit is high.","if,then"
"If the dinosaur is funny, then the squirrel is rough.","if,then"
"If the dinosaur is not funny, then Gary is not rough.","if,then"
"If the dinosaur is big, then Alan is high.","if,then"
"If the dinosaur is not big, then the mouse is nice.","if,then"
"If the dinosaur is strong, then the lion is lovely.","if,then"
"If the dinosaur is not strong, then Bob is lovely.","if,then"
"If the dinosaur is awful, then the dog is not fierce.","if,then"
"If the dinosaur is not awful, then the tiger is not cute.","if,then"
"If the dinosaur is fierce, then Charlie is not poor.","if,then"
"If the dinosaur is not fierce, then the tiger is cute.","if,then"
"If the dinosaur is heavy, then the rabbit is angry.","if,then"
"If the dinosaur is not heavy, then the leopard is not boring.","if,then"
"If the dinosaur is horrible, then the snake is sleepy.","if,then"
"If the dinosaur is not horrible, then Gary is not dull.","if,then"
"If the dinosaur is powerful, then the mouse is kind.","if,then"
"If the dinosaur is not powerful, then the leopard is not round.","if,then"
"If the dinosaur is angry, then Charlie is not horrible.","if,then"
"If the dinosaur is not angry, then the squirrel is not fierce.","if,then"
"If the dinosaur is high, then Anne is not furry.","if,then"
"If the dinosaur is not high, then Erin is not awful.","if,then"
"If the dinosaur is huge, then Charlie is not high.","if,then"
"If the dinosaur is not huge, then the cat is not reckless.","if,then"
"If the dinosaur is short, then Harry is not powerful.","if,then"
"If the dinosaur is not short, then the tiger is not rough.","if,then"
"If the dinosaur is thin, then the lion is sad.","if,then"
"If the dinosaur is not thin, then the bald eagle is not high.","if,then"
"If the dinosaur is little, then Gary is not huge.","if,then"
"If the dinosaur is not little, then the bald eagle is not strong.","if,then"
"If the dinosaur is tiny, then the mouse is heavy.","if,then"
"If the dinosaur is not tiny, then Alan is clever.","if,then"
"If the dinosaur is wealthy, then Erin is kind.","if,then"
"If the dinosaur is not wealthy, then the mouse is not fierce.","if,then"
"If the dinosaur is poor, then the snake is sad.","if,then"
"If the dinosaur is not poor, then the cat is not tired.","if,then"
"If the dinosaur is dull, then Bob is heavy.","if,then"
"If the dinosaur is not dull, then Dave is not bad.","if,then"
"If the dinosaur is rough, then the snake is reckless.","if,then"
"If the dinosaur is not rough, then the leopard is not rough.","if,then"
"If the dinosaur is bad, then Bob is not heavy.","if,then"
"If the dinosaur is not bad, then the squirrel is not heavy.","if,then"
"If the dinosaur is sad, then Gary is wealthy.","if,then"
"If the dinosaur is not sad, then Fiona is poor.","if,then"
"If the snake is kind, then the leopard is angry.","if,then"
"If the snake is not kind, then Bob is not small.","if,then"
"If the snake is quiet, then the snake is not rough.","if,then"
"If the snake is not quiet, then Bob is beautiful.","if,then"
"If the snake is round, then Bob is not big.","if,then"
"If the snake is not round, then Dave is slow.","if,then"
"If the snake is nice, then Bob is short.","if,then"
"If the snake is not nice, then Erin is wealthy.","if,then"
"If the snake is smart, then the bear is rough.","if,then"
"If the snake is not smart, then the cat is not slow.","if,then"
"If the snake is clever, then Gary is not dull.","if,then"
"If the snake is not clever, then the crocodile is not sad.","if,then"
"If the snake is dull, then the tiger is not strong.","if,then"
"If the snake is not dull, then Harry is powerful.","if,then"
"If the snake is rough, then the snake is thin.","if,then"
"If the snake is not rough, then the cat is nice.","if,then"
"If the snake is lazy, then the dog is not cute.","if,then"
"If the snake is not lazy, then Gary is not tired.","if,then"
"If the snake is slow, then Bob is dull.","if,then"
"If the snake is not slow, then the dinosaur is heavy.","if,then"
"If the snake is sleepy, then the dinosaur is sad.","if,then"
"If the snake is not sleepy, then the squirrel is sad.","if,then"
"If the snake is boring, then the crocodile is lovely.","if,then"
"If the snake is not boring, then the bear is not quiet.","if,then"
"If the snake is tired, then Erin is not dull.","if,then"
"If the snake is not tired, then Harry is not huge.","if,then"
"If the snake is reckless, then Anne is not dull.","if,then"
"If the snake is not reckless, then the dinosaur is slow.","if,then"
"If the snake is furry, then Anne is not heavy.","if,then"
"If the snake is not furry, then the leopard is not round.","if,then"
"If the snake is small, then Fiona is nice.","if,then"
"If the snake is not small, then the dog is wealthy.","if,then"
"If the snake is cute, then the leopard is not rough.","if,then"
"If the snake is not cute, then the leopard is quiet.","if,then"
"If the snake is lovely, then Anne is not poor.","if,then"
"If the snake is not lovely, then Harry is not wealthy.","if,then"
"If the snake is beautiful, then the tiger is poor.","if,then"
"If the snake is not beautiful, then the wolf is fierce.","if,then"
"If the snake is funny, then the bear is tired.","if,then"
"If the snake is not funny, then Anne is not heavy.","if,then"
"If the snake is big, then the tiger is not short.","if,then"
"If the snake is not big, then the lion is not boring.","if,then"
"If the snake is strong, then the snake is huge.","if,then"
"If the snake is not strong, then Harry is furry.","if,then"
"If the snake is awful, then Gary is little.","if,then"
"If the snake is not awful, then the crocodile is not clever.","if,then"
"If the snake is fierce, then the crocodile is slow.","if,then"
"If the snake is not fierce, then the crocodile is nice.","if,then"
"If the snake is heavy, then Alan is round.","if,then"
"If the snake is not heavy, then the bald eagle is furry.","if,then"
"If the snake is horrible, then Anne is round.","if,then"
"If the snake is not horrible, then the leopard is not awful.","if,then"
"If the snake is powerful, then Erin is strong.","if,then"
"If the snake is not powerful, then the wolf is smart.","if,then"
"If the snake is angry, then the rabbit is strong.","if,then"
"If the snake is not angry, then the lion is not heavy.","if,then"
"If the snake is high, then the tiger is lovely.","if,then"
"If the snake is not high, then Alan is sad.","if,then"
"If the snake is huge, then the lion is not high.","if,then"
"If the snake is not huge, then Charlie is not little.","if,then"
"If the snake is short, then the dinosaur is heavy.","if,then"
"If the snake is not short, then Harry is not cute.","if,then"
"If the snake is thin, then Alan is big.","if,then"
"If the snake is not thin, then the crocodile is dull.","if,then"
"If the snake is little, then the squirrel is not high.","if,then"
"If the snake is not little, then the bear is boring.","if,then"
"If the snake is tiny, then the squirrel is not small.","if,then"
"If the snake is not tiny, then the lion is tired.","if,then"
"If the snake is wealthy, then the snake is not furry.","if,then"
"If the snake is not wealthy, then the bald eagle is furry.","if,then"
"If the snake is poor, then the dinosaur is not clever.","if,then"
"If the snake is not poor, then the snake is little.","if,then"
"If the snake is dull, then Gary is dull.","if,then"
"If the snake is not dull, then the wolf is poor.","if,then"
"If the snake is rough, then the leopard is rough.","if,then"
"If the snake is not rough, then the rabbit is boring.","if,then"
"If the snake is bad, then the snake is not tired.","if,then"
"If the snake is not bad, then the bear is not boring.","if,then"
"If the snake is sad, then Fiona is not funny.","if,then"
"If the snake is not sad, then Gary is lazy.","if,then"
"If the leopard is kind, then the crocodile is not horrible.","if,then"
"If the leopard is not kind, then the mouse is lazy.","if,then"
"If the leopard is quiet, then the lion is little.","if,then"
"If the leopard is not quiet, then Anne is not fierce.","if,then"
"If the leopard is round, then Fiona is not huge.","if,then"
"If the leopard is not round, then the mouse is angry.","if,then"
"If the leopard is nice, then the rabbit is boring.","if,then"
"If the leopard is not nice, then the snake is fierce.","if,then"
"If the leopard is smart, then the rabbit is not short.","if,then"
"If the leopard is not smart, then the cat is not awful.","if,then"
"If the leopard is clever, then the cat is not awful.","if,then"
"If the leopard is not clever, then the wolf is big.","if,then"
"If the leopard is dull, then Bob is angry.","if,then"
"If the leopard is not dull, then the wolf is not rough.","if,then"
"If the leopard is rough, then the lion is nice.","if,then"
"If the leopard is not rough, then the leopard is not dull.","if,then"
"If the leopard is lazy, then Erin is beautiful.","if,then"
"If the leopard is not lazy, then the snake is not fierce.","if,then"
"If the leopard is slow, then the bear is not thin.","if,then"
"If the leopard is not slow, then the squirrel is big.","if,then"
"If the leopard is sleepy, then the dog is not boring.","if,then"
"If the leopard is not sleepy, then the lion is not furry.","if,then"
"If the leopard is boring, then Dave is not little.","if,then"
"If the leopard is not boring, then the bald eagle is wealthy.","if,then"
"If the leopard is tired, then Erin is not little.","if,then"
"If the leopard is not tired, then Alan is huge.","if,then"
"If the leopard is reckless, then Bob is bad.","if,then"
"If the leopard is not reckless, then the cat is smart.","if,then"
"If the leopard is furry, then the lion is rough.","if,then"
"If the leopard is not furry, then the squirrel is not big.","if,then"
"If the leopard is small, then Bob is rough.","if,then"
"If the leopard is not small, then the lion is bad.","if,then"
"If the leopard is cute, then the mouse is dull.","if,then"
"If the leopard is not cute, then Erin is not little.","if,then"
"If the leopard is lovely, then Gary is poor.","if,then"
"If the leopard is not lovely, then the cat is not powerful.","if,then"
"If the leopard is beautiful, then the mouse is not kind.","if,then"
"If the leopard is not beautiful, then the squirrel is not huge.","if,then"
"If the leopard is funny, then the wolf is small.","if,then"
"If the leopard is not funny, then Anne is not nice.","if,then"
"If the leopard is big, then Alan is rough.","if,then"
"If the leopard is not big, then the crocodile is little.","if,then"
"If the leopard is strong, then the cat is dull.","if,then"
"If the leopard is not strong, then Erin is kind.","if,then"
"If the leopard is awful, then Erin is funny.","if,then"
"If the leopard is not awful, then Charlie is kind.","if,then"
"If the leopard is fierce, then the lion is small.","if,then"
"If the leopard is not fierce, then the squirrel is not dull.","if,then"
"If the leopard is heavy, then the leopard is sad.","if,then"
"If the leopard is not heavy, then Alan is cute.","if,then"
"If the leopard is horrible, then Gary is not funny.","if,then"
"If the leopard is not horrible, then the crocodile is not funny.","if,then"
"If the leopard is powerful, then Gary is not funny.","if,then"
"If the leopard is not powerful, then Fiona is big.","if,then"
"If the leopard is angry, then the bald eagle is lazy.","if,then"
"If the leopard is not angry, then the rabbit is smart.","if,then"
"If the leopard is high, then the mouse is bad.","if,then"
"If the leopard is not high, then Gary is not poor.","if,then"
"If the leopard is huge, then Fiona is fierce.","if,then"
"If the leopard is not huge, then Dave is not powerful.","if,then"
"If the leopard is short, then Alan is not cute.","if,then"
"If the leopard is not short, then the cat is not fierce.","if,then"
"If the leopard is thin, then Bob is not heavy.","if,then"
"If the leopard is not thin, then the rabbit is fierce.","if,then"
"If the leopard is little, then Bob is not cute.","if,then"
"If the leopard is not little, then the bald eagle is powerful.","if,then"
"If the leopard is tiny, then the squirrel is not cute.","if,then"
"If the leopard is not tiny, then Charlie is heavy.","if,then"
"If the leopard is wealthy, then Bob is not powerful.","if,then"
"If the leopard is not wealthy, then the bald eagle is not slow.","if,then"
"If the leopard is poor, then Charlie is not kind.","if,then"
"If the leopard is not poor, then the dog is big.","if,then"
"If the leopard is dull, then the leopard is not powerful.","if,then"
"If the leopard is not dull, then the rabbit is not bad.","if,then"
"If the leopard is rough, then the tiger is boring.","if,then"
"If the leopard is not rough, then the dog is powerful.","if,then"
"If the leopard is bad, then Fiona is thin.","if,then"
"If the leopard is not bad, then Anne is reckless.","if,then"
"If the leopard is sad, then the leopard is beautiful.","if,then"
"If the leopard is not sad, then the dog is rough.","if,then"
"If the cat is kind, then the leopard is not high.","if,then"
"If the cat is not kind, then Charlie is powerful.","if,then"
"If the cat is quiet, then the mouse is big.","if,then"
"If the cat is not quiet, then the leopard is not nice.","if,then"
"If the cat is round, then Dave is not boring.","if,then"
"If the cat is not round, then Harry is kind.","if,then"
"If the cat is nice, then the bear is lazy.","if,then"
"If the cat is not nice, then Harry is not slow.","if,then"
"If the cat is smart, then Bob is not rough.","if,then"
"If the cat is not smart, then Alan is rough.","if,then"
"If the cat is clever, then the rabbit is high.","if,then"
"If the cat is not clever, then Erin is cute.","if,then"
"If the cat is dull, then the bald eagle is little.","if,then"
"If the cat is not dull, then the squirrel is not sleepy.","if,then"
"If the cat is rough, then the bear is strong.","if,then"
"If the cat is not rough, then Erin is not thin.","if,then"
"If the cat is lazy, then Charlie is little.","if,then"
"If the cat is not lazy, then the leopard is not lazy.","if,then"
"If the cat is slow, then Charlie is not kind.","if,then"
"If the cat is not slow, then the mouse is not small.","if,then"
"If the cat is sleepy, then the squirrel is high.","if,then"
"If the cat is not sleepy, then the cat is not round.","if,then"
"If the cat is boring, then Gary is not little.","if,then"
"If the cat is not boring, then the crocodile is not sad.","if,then"
"If the cat is tired, then Dave is not sleepy.","if,then"
"If the cat is not tired, then Gary is tired.","if,then"
"If the cat is reckless, then Anne is not small.","if,then"
"If the cat is not reckless, then the tiger is not furry.","if,then"
"If the cat is furry, then the cat is bad.","if,then"
"If the cat is not furry, then Charlie is rough.","if,then"
"If the cat is small, then Fiona is dull.","if,then"
"If the cat is not small, then Harry is not short.","if,then"
"If the cat is cute, then the crocodile is not bad.","if,then"
