,Original_Sentence,Parsed_Sentence,LReasoner_generated_positive_samples,Positive_samples_labels
2099,"If Anne is kind, then the leopard is nice.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ kind))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ nice))) (. .))","If it is not kind, then it will be not Anne.",1
2100,"If Anne is kind, then the leopard is nice.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ kind))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ nice))) (. .))","If it is not kind, then it will be not Anne.",1
2101,"If Anne is not kind, then the tiger is not clever.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ kind))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ clever))) (. .))","If it is kind, then it will be not Anne.",1
2102,"If Anne is not kind, then the tiger is not clever.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ kind))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ clever))) (. .))","If it is kind, then it will be not Anne.",1
2103,"If Anne is quiet, then Bob is clever.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ quiet))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ clever))) (. .))","If it is not quiet, then it will be not Anne.",1
2104,"If Anne is quiet, then Bob is clever.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ quiet))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ clever))) (. .))","If it is not quiet, then it will be not Anne.",1
2105,"If Anne is not quiet, then Harry is reckless.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ reckless))) (. .))","If it is quiet, then it will be not Anne.",1
2106,"If Anne is not quiet, then Harry is reckless.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ quiet))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ reckless))) (. .))","If it is quiet, then it will be not Anne.",1
2107,"If Anne is round, then Gary is not rough.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ round))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ rough))) (. .))","If it is not round, then it will be not Anne.",1
2108,"If Anne is round, then Gary is not rough.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ round))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ rough))) (. .))","If it is not round, then it will be not Anne.",1
2109,"If Anne is not round, then the rabbit is rough.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ round))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ rough))) (. .))","If it is round, then it will be not Anne.",1
2110,"If Anne is not round, then the rabbit is rough.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ round))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ rough))) (. .))","If it is round, then it will be not Anne.",1
2111,"If Anne is nice, then Anne is not dull.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))","If it is not nice, then it will be not Anne.",1
2112,"If Anne is nice, then Anne is not dull.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))","If it is not nice, then it will be not Anne.",1
2113,"If Anne is not nice, then Anne is tiny.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ tiny))) (. .))","If it is nice, then it will be not Anne.",1
2114,"If Anne is not nice, then Anne is tiny.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ tiny))) (. .))","If it is nice, then it will be not Anne.",1
2115,"If Anne is smart, then Anne is awful.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ smart))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ awful))) (. .))","If it is not smart, then it will be not Anne.",1
2116,"If Anne is smart, then Anne is awful.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ smart))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ awful))) (. .))","If it is not smart, then it will be not Anne.",1
2117,"If Anne is not smart, then the rabbit is reckless.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ smart)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ reckless))) (. .))","If it is smart, then it will be not Anne.",1
2118,"If Anne is not smart, then the rabbit is reckless.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ smart)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ reckless))) (. .))","If it is smart, then it will be not Anne.",1
2119,"If Anne is clever, then Harry is not heavy.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ clever))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ heavy))) (. .))","If it is not clever, then it will be not Anne.",1
2120,"If Anne is clever, then Harry is not heavy.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ clever))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ heavy))) (. .))","If it is not clever, then it will be not Anne.",1
2121,"If Anne is not clever, then the bear is not lazy.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ clever))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ lazy))) (. .))","If it is clever, then it will be not Anne.",1
2122,"If Anne is not clever, then the bear is not lazy.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ clever))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ lazy))) (. .))","If it is clever, then it will be not Anne.",1
2123,"If Anne is dull, then Alan is not tired.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ tired))) (. .))","If it is not dull, then it will be not Anne.",1
2124,"If Anne is dull, then Alan is not tired.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ tired))) (. .))","If it is not dull, then it will be not Anne.",1
2125,"If Anne is not dull, then the rabbit is sleepy.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ sleepy))) (. .))","If it is dull, then it will be not Anne.",1
2126,"If Anne is not dull, then the rabbit is sleepy.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ sleepy))) (. .))","If it is dull, then it will be not Anne.",1
2127,"If Anne is rough, then the leopard is not cute.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ cute))) (. .))","If it is not rough, then it will be not Anne.",1
2128,"If Anne is rough, then the leopard is not cute.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ cute))) (. .))","If it is not rough, then it will be not Anne.",1
2129,"If Anne is not rough, then the bear is lovely.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ lovely))) (. .))","If it is rough, then it will be not Anne.",1
2130,"If Anne is not rough, then the bear is lovely.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ lovely))) (. .))","If it is rough, then it will be not Anne.",1
2131,"If Anne is lazy, then the tiger is boring.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ lazy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ boring))) (. .))","If it is not lazy, then it will be not Anne.",1
2132,"If Anne is lazy, then the tiger is boring.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ lazy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ boring))) (. .))","If it is not lazy, then it will be not Anne.",1
2133,"If Anne is not lazy, then Bob is thin.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ lazy)))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ thin))) (. .))","If it is lazy, then it will be not Anne.",1
2134,"If Anne is not lazy, then Bob is thin.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ lazy)))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ thin))) (. .))","If it is lazy, then it will be not Anne.",1
2135,"If Anne is slow, then the squirrel is horrible.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ slow))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ horrible))) (. .))","If it is not slow, then it will be not Anne.",1
2136,"If Anne is slow, then the squirrel is horrible.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ slow))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ horrible))) (. .))","If it is not slow, then it will be not Anne.",1
2137,"If Anne is not slow, then the bald eagle is awful.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ slow))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ awful))) (. .))","If it is slow, then it will be not Anne.",1
2138,"If Anne is not slow, then the bald eagle is awful.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ slow))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ awful))) (. .))","If it is slow, then it will be not Anne.",1
2139,"If Anne is sleepy, then the squirrel is not poor.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ sleepy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ poor))) (. .))","If it is not sleepy, then it will be not Anne.",1
2140,"If Anne is sleepy, then the squirrel is not poor.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ sleepy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ poor))) (. .))","If it is not sleepy, then it will be not Anne.",1
2141,"If Anne is not sleepy, then Dave is tiny.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ sleepy)))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ tiny))) (. .))","If it is sleepy, then it will be not Anne.",1
2142,"If Anne is not sleepy, then Dave is tiny.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ sleepy)))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ tiny))) (. .))","If it is sleepy, then it will be not Anne.",1
2143,"If Anne is boring, then Bob is not round.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ boring))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ round))) (. .))","If it is not boring, then it will be not Anne.",1
2144,"If Anne is boring, then Bob is not round.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ boring))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ round))) (. .))","If it is not boring, then it will be not Anne.",1
2145,"If Anne is not boring, then the leopard is not dull.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ boring))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))","If it is boring, then it will be not Anne.",1
2146,"If Anne is not boring, then the leopard is not dull.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ boring))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))","If it is boring, then it will be not Anne.",1
2147,"If Anne is tired, then the dinosaur is angry.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ tired))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ angry))) (. .))","If it is not tired, then it will be not Anne.",1
2148,"If Anne is tired, then the dinosaur is angry.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ tired))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ angry))) (. .))","If it is not tired, then it will be not Anne.",1
2149,"If Anne is not tired, then Gary is poor.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tired)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ poor))) (. .))","If it is tired, then it will be not Anne.",1
2150,"If Anne is not tired, then Gary is poor.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tired)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ poor))) (. .))","If it is tired, then it will be not Anne.",1
2151,"If Anne is reckless, then Alan is not lovely.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ reckless))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ lovely))) (. .))","If it is not reckless, then it will be not Anne.",1
2152,"If Anne is not reckless, then Bob is not beautiful.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ reckless))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful))) (. .))","If it is reckless, then it will be not Anne.",1
2153,"If Anne is not reckless, then Bob is not beautiful.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ reckless))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful))) (. .))","If it is reckless, then it will be not Anne.",1
2154,"If Anne is furry, then Bob is quiet.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ furry))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ quiet))) (. .))","If it is not furry, then it will be not Anne.",1
2155,"If Anne is furry, then Bob is quiet.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ furry))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ quiet))) (. .))","If it is not furry, then it will be not Anne.",1
2156,"If Anne is not furry, then the cat is not clever.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ furry)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ clever))) (. .))","If it is furry, then it will be not Anne.",1
2157,"If Anne is not furry, then the cat is not clever.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ furry)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ clever))) (. .))","If it is furry, then it will be not Anne.",1
2158,"If Anne is small, then the rabbit is not dull.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ small))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))","If it is not small, then it will be not Anne.",1
2159,"If Anne is small, then the rabbit is not dull.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ small))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))","If it is not small, then it will be not Anne.",1
2160,"If Anne is not small, then Anne is small.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ small)))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ small))) (. .))","If it is small, then it will be not Anne.",1
2161,"If Anne is not small, then Anne is small.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ small)))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ small))) (. .))","If it is small, then it will be not Anne.",1
2162,"If Anne is cute, then the dinosaur is not sad.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ cute))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ sad))) (. .))","If it is not cute, then it will be not Anne.",1
2163,"If Anne is cute, then the dinosaur is not sad.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ cute))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ sad))) (. .))","If it is not cute, then it will be not Anne.",1
2164,"If Anne is not cute, then the dog is high.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ cute)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ high))) (. .))","If it is cute, then it will be not Anne.",1
2165,"If Anne is not cute, then the dog is high.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ cute)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ high))) (. .))","If it is cute, then it will be not Anne.",1
2166,"If Anne is lovely, then the dog is not wealthy.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ lovely))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy))) (. .))","If it is not lovely, then it will be not Anne.",1
2167,"If Anne is lovely, then the dog is not wealthy.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ lovely))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy))) (. .))","If it is not lovely, then it will be not Anne.",1
2168,"If Anne is not lovely, then the cat is poor.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ lovely)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ poor))) (. .))","If it is lovely, then it will be not Anne.",1
2169,"If Anne is beautiful, then Erin is not tiny.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ beautiful))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ tiny))) (. .))","If it is not beautiful, then it will be not Anne.",1
2170,"If Anne is beautiful, then Erin is not tiny.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ beautiful))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ tiny))) (. .))","If it is not beautiful, then it will be not Anne.",1
2171,"If Anne is not beautiful, then Gary is horrible.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ beautiful)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ horrible))) (. .))","If it is beautiful, then it will be not Anne.",1
2172,"If Anne is not beautiful, then Gary is horrible.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ beautiful)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ horrible))) (. .))","If it is beautiful, then it will be not Anne.",1
2173,"If Anne is funny, then Fiona is boring.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ funny))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ boring))) (. .))","If it is not funny, then it will be not Anne.",1
2174,"If Anne is funny, then Fiona is boring.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ funny))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ boring))) (. .))","If it is not funny, then it will be not Anne.",1
2175,"If Anne is not funny, then the lion is not boring.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ funny)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ boring))) (. .))","If it is funny, then it will be not Anne.",1
2176,"If Anne is not funny, then the lion is not boring.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ funny)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ boring))) (. .))","If it is funny, then it will be not Anne.",1
2177,"If Anne is big, then the lion is not heavy.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ big))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ heavy))) (. .))","If it is not big, then it will be not Anne.",1
2178,"If Anne is not big, then the rabbit is nice.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ big))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ nice))) (. .))","If it is big, then it will be not Anne.",1
2179,"If Anne is not big, then the rabbit is nice.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ big))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ nice))) (. .))","If it is big, then it will be not Anne.",1
2180,"If Anne is strong, then the bear is powerful.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ strong))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ powerful))) (. .))","If it is not strong, then it will be not Anne.",1
2181,"If Anne is strong, then the bear is powerful.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ strong))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ powerful))) (. .))","If it is not strong, then it will be not Anne.",1
2182,"If Anne is not strong, then the tiger is short.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ strong)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ short))) (. .))","If it is strong, then it will be not Anne.",1
2183,"If Anne is not strong, then the tiger is short.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ strong)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ short))) (. .))","If it is strong, then it will be not Anne.",1
2184,"If Anne is awful, then Dave is furry.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ awful))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ furry))) (. .))","If it is not awful, then it will be not Anne.",1
2185,"If Anne is not awful, then the bald eagle is not horrible.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ awful))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ horrible))) (. .))","If it is awful, then it will be not Anne.",1
2186,"If Anne is fierce, then the wolf is clever.","(S (SBAR (IN If) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ fierce))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ clever))) (. .))","If it is not fierce, then it will be not Anne.",1
